waste_type,sub_type,weight_kg,distance_km,condition,month,day_of_week,county,collection_point,market_tier,tier_score,tier_multiplier,price_per_kg
paper,mixed_paper,31.6,24.03,mixed,11,4,Nairobi,commercial,semi_formal,0.379,0.8137,4.31
rubber,mixed_rubber,44.71,8.1,clean,1,2,Nairobi,dump_site,semi_formal,0.6799,0.936,9.76
organic,garden_waste,32.18,1.9,mixed,7,0,Nairobi,commercial,semi_formal,0.3823,0.9073,6.79
plastic,HDPE,38.86,3.04,mixed,11,4,Nairobi,household,semi_formal,0.421,0.78,14.83
plastic,LDPE,7.55,3.29,contaminated,10,3,Nairobi,commercial,informal,0.0148,0.6256,2.89
e_waste,batteries,1.99,3.73,clean,1,1,Eldoret,commercial,semi_formal,0.45,0.9725,39.29
organic,food_waste,5.82,15.22,clean,10,2,Nairobi,household,semi_formal,0.4547,0.9182,4.13
textile,clothes,32.25,5.17,clean,12,1,Nakuru,household,semi_formal,0.6078,0.9216,9.48
organic,food_waste,14.09,9.29,clean,2,3,Nairobi,household,semi_formal,0.5027,0.9254,4.57
plastic,mixed_plastic,2.35,0.63,contaminated,5,0,Nairobi,industrial,informal,0.0,0.62,4.87
e_waste,computers,44.04,4.55,clean,5,3,Nairobi,household,semi_formal,0.676,0.9838,77.77
plastic,PET,2.08,2.9,mixed,8,6,Nairobi,household,informal,0.225,0.7055,18.49
plastic,PVC,85.66,1.72,mixed,9,4,Kisumu,commercial,semi_formal,0.692,0.883,5.55
plastic,PP,192.82,3.32,clean,6,4,Mombasa,household,formal,1.0,1.0,12.32
e_waste,batteries,8.33,4.57,clean,10,5,Nairobi,commercial,semi_formal,0.4693,0.9735,47.86
e_waste,phones,18.53,4.47,clean,9,6,Nakuru,industrial,semi_formal,0.5283,0.9764,104.8
glass,mixed_glass,3.84,11.6,clean,2,2,Nairobi,household,semi_formal,0.45,0.7525,2.85
plastic,PET,30.7,7.99,mixed,7,0,Nairobi,commercial,semi_formal,0.3738,0.762,19.07
glass,clear_glass,1.14,11.16,clean,10,0,Eldoret,commercial,semi_formal,0.45,0.7525,4.21
organic,food_waste,19.6,4.87,clean,5,2,Nairobi,household,semi_formal,0.5346,0.9302,4.69
paper,mixed_paper,9.06,12.51,mixed,5,6,Nairobi,dump_site,informal,0.2485,0.7746,3.68
plastic,PET,20.4,2.23,clean,11,3,Mombasa,household,semi_formal,0.5392,0.8249,21.76
plastic,PP,11.5,0.73,clean,6,4,Nairobi,household,semi_formal,0.4876,0.8053,12.24
e_waste,batteries,38.96,5.71,contaminated,8,1,Eldoret,dump_site,informal,0.1966,0.9598,21.4
rubber,mixed_rubber,88.73,0.92,clean,5,1,Kisumu,commercial,formal,0.9348,0.987,8.7
plastic,HDPE,18.68,8.29,mixed,8,1,Mombasa,household,informal,0.3042,0.7356,12.95
textile,industrial_textile,9.32,0.78,mixed,4,2,Mombasa,household,informal,0.25,0.85,4.06
e_waste,phones,19.15,1.92,clean,4,0,Nairobi,commercial,semi_formal,0.5319,0.9766,98.08
textile,clothes,6.16,5.51,mixed,9,4,Nairobi,household,informal,0.2317,0.8463,8.14
metal,copper,6.73,7.96,mixed,6,5,Nairobi,household,informal,0.235,0.9235,304.2
e_waste,phones,14.73,2.0,clean,9,2,Nairobi,commercial,semi_formal,0.5063,0.9753,130.07
plastic,PVC,6.2,6.57,mixed,4,6,Nairobi,commercial,informal,0.232,0.7082,4.84
metal,brass,23.23,5.62,clean,7,1,Nakuru,commercial,semi_formal,0.5555,0.9556,214.65
e_waste,batteries,24.48,8.35,mixed,8,2,Kisumu,commercial,informal,0.3378,0.9669,37.41
metal,steel,11.99,13.74,mixed,8,2,Nairobi,commercial,informal,0.2655,0.9265,25.08
metal,steel,19.64,1.14,mixed,2,1,Nairobi,industrial,informal,0.3098,0.931,28.18
paper,newspaper,1.95,4.25,contaminated,1,6,Kisumu,household,informal,0.0,0.7,3.18
plastic,LDPE,2.33,1.43,mixed,7,2,Kisumu,industrial,informal,0.225,0.7055,5.03
metal,steel,15.14,5.04,clean,10,3,Nakuru,industrial,semi_formal,0.5087,0.9509,25.96
e_waste,computers,12.19,2.1,clean,1,4,Nakuru,household,semi_formal,0.4916,0.9746,69.72
paper,cardboard,28.75,11.12,contaminated,3,5,Nairobi,commercial,informal,0.1375,0.7412,6.23
plastic,mixed_plastic,12.65,4.23,clean,7,4,Kisumu,industrial,semi_formal,0.4943,0.8078,8.63
plastic,PET,13.87,8.11,contaminated,10,1,Mombasa,commercial,informal,0.0513,0.6395,10.51
metal,aluminum,10.72,8.5,mixed,11,4,Nairobi,industrial,informal,0.2581,0.9258,81.6
metal,brass,5.21,4.36,clean,6,0,Mombasa,commercial,semi_formal,0.4512,0.9451,238.23
plastic,LDPE,14.96,23.8,mixed,5,1,Nakuru,household,informal,0.2826,0.7274,2.86
plastic,PET,49.18,6.91,clean,5,2,Mombasa,household,formal,0.7058,0.8882,24.58
organic,garden_waste,6.19,1.02,clean,7,5,Nairobi,industrial,semi_formal,0.4569,0.9185,6.67
plastic,mixed_plastic,12.77,9.96,contaminated,2,5,Nairobi,household,informal,0.045,0.6371,4.61
paper,cardboard,2.42,3.02,mixed,4,4,Mombasa,household,informal,0.225,0.7675,6.11
metal,aluminum,31.16,3.02,clean,11,1,Nairobi,dump_site,semi_formal,0.6014,0.9601,80.95
organic,food_waste,0.63,9.99,mixed,9,3,Kisumu,commercial,informal,0.225,0.8838,3.69
organic,garden_waste,36.02,0.29,clean,12,4,Nairobi,industrial,semi_formal,0.6296,0.9444,6.75
plastic,PP,14.69,9.13,contaminated,5,5,Kisumu,household,informal,0.0561,0.6413,4.93
metal,aluminum,5.63,5.69,contaminated,12,1,Nairobi,household,informal,0.0036,0.9004,50.08
metal,brass,15.48,19.29,clean,6,0,Nairobi,dump_site,semi_formal,0.5107,0.9511,199.69
plastic,PVC,16.05,2.16,mixed,7,5,Nairobi,industrial,informal,0.289,0.7298,6.7
rubber,mixed_rubber,2.81,7.4,clean,12,0,Nairobi,household,semi_formal,0.45,0.89,9.28
organic,garden_waste,1.49,6.79,clean,8,5,Nakuru,household,semi_formal,0.45,0.9175,5.38
plastic,mixed_plastic,31.18,20.72,mixed,12,2,Eldoret,industrial,semi_formal,0.3765,0.7631,5.87
metal,tin,3.98,0.34,clean,3,5,Mombasa,household,semi_formal,0.45,0.945,16.75
plastic,mixed_plastic,62.6,7.55,clean,7,6,Nairobi,household,formal,0.7835,0.9177,10.92
metal,aluminum,22.24,28.25,mixed,11,1,Kisumu,commercial,informal,0.3248,0.9325,49.35
textile,industrial_textile,12.11,5.98,mixed,5,2,Nairobi,commercial,informal,0.2662,0.8532,5.31
textile,industrial_textile,1.87,3.84,mixed,7,5,Nairobi,dump_site,informal,0.225,0.845,4.13
e_waste,phones,26.65,2.13,clean,7,3,Nairobi,household,semi_formal,0.5753,0.9788,102.05
metal,brass,0.98,9.26,mixed,11,6,Nakuru,industrial,informal,0.225,0.9225,170.11
metal,tin,4.67,5.3,clean,4,5,Mombasa,commercial,semi_formal,0.45,0.945,16.26
plastic,HDPE,2.71,5.8,contaminated,11,6,Nairobi,dump_site,informal,0.0,0.62,7.35
organic,garden_waste,41.07,35.55,clean,10,0,Mombasa,dump_site,semi_formal,0.6588,0.9488,4.35
plastic,PVC,11.17,3.63,clean,1,1,Eldoret,household,semi_formal,0.4857,0.8046,5.06
plastic,HDPE,16.61,0.54,contaminated,4,6,Nairobi,dump_site,informal,0.0672,0.6455,7.16
organic,garden_waste,25.4,1.69,clean,10,6,Nairobi,commercial,semi_formal,0.5681,0.9352,7.95
plastic,mixed_plastic,38.42,2.37,clean,12,3,Nairobi,household,semi_formal,0.6435,0.8645,8.15
organic,garden_waste,8.78,2.91,clean,9,1,Mombasa,industrial,semi_formal,0.4719,0.9208,7.39
paper,newspaper,21.17,8.89,contaminated,10,2,Mombasa,commercial,informal,0.0936,0.7281,4.06
e_waste,cables,11.71,11.99,clean,7,6,Nairobi,industrial,semi_formal,0.4889,0.9744,75.17
textile,clothes,18.34,8.2,mixed,6,3,Eldoret,dump_site,informal,0.3022,0.8604,6.0
plastic,PVC,5.02,11.76,clean,6,1,Nakuru,commercial,semi_formal,0.4501,0.791,6.47
metal,aluminum,70.38,13.67,clean,11,6,Mombasa,household,formal,0.8285,0.9829,69.72
paper,newspaper,8.14,0.2,contaminated,2,0,Mombasa,industrial,informal,0.0182,0.7054,3.93
metal,copper,9.2,1.82,contaminated,7,5,Mombasa,dump_site,informal,0.0243,0.9024,245.54
plastic,PVC,36.24,1.21,clean,2,6,Mombasa,dump_site,semi_formal,0.6309,0.8597,6.86
organic,food_waste,28.55,8.84,clean,1,2,Mombasa,dump_site,semi_formal,0.5864,0.938,5.27
plastic,PVC,8.66,11.7,contaminated,1,3,Nairobi,commercial,informal,0.0212,0.6281,3.39
paper,mixed_paper,64.39,7.34,mixed,10,5,Nairobi,commercial,semi_formal,0.5689,0.8707,5.52
paper,cardboard,21.36,16.08,clean,2,5,Nairobi,industrial,semi_formal,0.5447,0.8634,14.22
plastic,PP,9.15,2.62,clean,8,2,Mombasa,commercial,semi_formal,0.474,0.8001,12.77
metal,tin,54.54,8.26,clean,11,3,Eldoret,household,formal,0.7368,0.9737,14.98
paper,office_paper,40.06,2.16,clean,8,2,Nakuru,household,semi_formal,0.653,0.8959,11.55
rubber,mixed_rubber,12.15,16.04,clean,9,6,Nairobi,commercial,semi_formal,0.4914,0.8983,8.33
plastic,mixed_plastic,2.05,14.31,mixed,8,1,Nairobi,household,informal,0.225,0.7055,6.5
glass,colored_glass,32.07,11.83,clean,12,6,Nairobi,household,semi_formal,0.6067,0.823,3.98
e_waste,batteries,10.97,3.57,mixed,6,4,Kisumu,commercial,informal,0.2596,0.963,30.66
metal,steel,33.6,6.2,mixed,10,4,Nairobi,household,semi_formal,0.3906,0.9391,20.88
glass,mixed_glass,30.57,3.37,mixed,4,0,Nairobi,household,semi_formal,0.3731,0.7179,2.19
plastic,LDPE,3.66,23.85,clean,9,2,Mombasa,industrial,semi_formal,0.45,0.791,6.47
paper,mixed_paper,52.11,9.55,mixed,6,3,Eldoret,household,semi_formal,0.4977,0.8493,4.12
metal,steel,1.19,4.65,clean,5,6,Mombasa,household,semi_formal,0.45,0.945,25.77
e_waste,batteries,11.3,2.9,mixed,1,5,Nairobi,household,informal,0.2615,0.9631,29.23
organic,garden_waste,5.54,1.1,mixed,11,4,Nairobi,household,informal,0.2281,0.8842,4.71
paper,office_paper,69.66,2.44,clean,11,1,Eldoret,commercial,formal,0.8243,0.9473,11.08
metal,aluminum,37.63,0.47,mixed,3,2,Nairobi,industrial,semi_formal,0.4139,0.9414,81.71
glass,colored_glass,3.3,2.83,clean,10,5,Nairobi,household,semi_formal,0.45,0.7525,3.55
plastic,mixed_plastic,4.75,1.69,mixed,2,6,Nairobi,household,informal,0.225,0.7055,6.76
plastic,PVC,62.55,6.25,mixed,3,5,Kisumu,commercial,semi_formal,0.5582,0.8321,5.8
e_waste,batteries,56.51,6.64,clean,8,1,Nairobi,household,formal,0.7482,0.9874,56.05
metal,brass,18.54,2.41,mixed,8,2,Mombasa,industrial,informal,0.3034,0.9303,275.08
metal,copper,33.08,2.75,mixed,6,2,Eldoret,commercial,semi_formal,0.3876,0.9388,307.97
rubber,tyres,151.55,1.47,clean,2,0,Nairobi,household,formal,1.0,1.0,17.22
glass,clear_glass,4.87,1.32,clean,9,1,Nakuru,household,semi_formal,0.45,0.7525,4.46
plastic,mixed_plastic,4.85,2.65,clean,11,2,Nakuru,dump_site,semi_formal,0.45,0.791,4.93
plastic,HDPE,65.75,3.46,clean,11,0,Nairobi,dump_site,formal,0.8017,0.9246,19.07
plastic,HDPE,22.69,3.24,contaminated,2,1,Nairobi,industrial,informal,0.1024,0.6589,12.4
metal,steel,14.38,10.92,mixed,1,3,Kisumu,dump_site,informal,0.2793,0.9279,16.52
metal,steel,8.97,2.17,clean,7,4,Nakuru,industrial,semi_formal,0.473,0.9473,31.77
e_waste,cables,4.9,5.29,mixed,11,6,Nairobi,household,informal,0.225,0.9612,40.97
metal,brass,1.96,0.41,clean,7,1,Nairobi,commercial,semi_formal,0.45,0.945,297.9
glass,clear_glass,7.03,3.38,clean,9,3,Mombasa,industrial,semi_formal,0.4618,0.7578,6.0
e_waste,mixed_ewaste,2.64,0.41,contaminated,10,0,Nairobi,dump_site,informal,0.0,0.95,32.86
glass,mixed_glass,105.79,8.97,clean,10,1,Mombasa,industrial,formal,1.0,1.0,4.86
plastic,PP,8.68,1.03,clean,7,1,Mombasa,household,semi_formal,0.4713,0.7991,9.01
plastic,PVC,38.46,9.61,mixed,4,3,Nairobi,household,semi_formal,0.4187,0.7791,4.94
metal,copper,26.91,1.93,mixed,6,0,Nakuru,household,semi_formal,0.3518,0.9352,287.5
metal,brass,13.75,1.01,clean,10,0,Nairobi,household,semi_formal,0.5007,0.9501,256.57
paper,mixed_paper,17.46,6.22,mixed,2,4,Kisumu,commercial,informal,0.2971,0.7891,4.45
organic,garden_waste,10.92,15.15,clean,8,5,Kisumu,household,semi_formal,0.4843,0.9226,5.95
glass,clear_glass,9.7,11.1,mixed,6,2,Nairobi,industrial,informal,0.2522,0.6635,4.29
metal,steel,10.27,6.76,mixed,7,5,Nairobi,household,informal,0.2555,0.9256,22.6
metal,aluminum,9.37,13.51,clean,3,0,Mombasa,household,semi_formal,0.4753,0.9475,83.56
organic,food_waste,12.45,5.81,clean,9,6,Nairobi,household,semi_formal,0.4931,0.924,4.93
plastic,PP,55.98,3.94,clean,5,6,Nairobi,commercial,formal,0.7452,0.9032,16.21
e_waste,phones,25.52,1.02,mixed,12,3,Kisumu,industrial,informal,0.3438,0.9672,85.99
e_waste,mixed_ewaste,38.39,6.92,mixed,12,3,Nairobi,industrial,semi_formal,0.4183,0.9709,48.33
paper,office_paper,3.36,4.11,mixed,12,0,Nairobi,household,informal,0.225,0.7675,8.14
paper,office_paper,1.73,2.3,contaminated,2,2,Nairobi,commercial,informal,0.0,0.7,8.37
plastic,PP,42.01,5.45,mixed,8,6,Mombasa,commercial,semi_formal,0.4393,0.7869,10.63
paper,newspaper,71.5,4.73,mixed,9,4,Kisumu,industrial,semi_formal,0.61,0.883,6.52
metal,copper,28.68,2.4,clean,9,6,Kisumu,household,semi_formal,0.5871,0.9587,375.21
organic,food_waste,10.86,4.43,clean,12,0,Nairobi,household,semi_formal,0.4839,0.9226,4.66
plastic,PP,27.45,3.7,mixed,6,6,Nairobi,industrial,semi_formal,0.355,0.7549,10.77
plastic,PET,23.52,5.43,clean,4,0,Nairobi,commercial,semi_formal,0.5572,0.8317,24.46
plastic,HDPE,6.55,0.46,clean,3,4,Nairobi,household,semi_formal,0.459,0.7944,21.22
paper,cardboard,13.12,2.31,clean,11,2,Nairobi,commercial,semi_formal,0.497,0.8491,10.17
metal,copper,44.57,0.7,clean,12,3,Nakuru,industrial,semi_formal,0.6791,0.9679,429.02
plastic,HDPE,110.55,2.56,clean,12,5,Nairobi,commercial,formal,1.0,1.0,29.98
metal,tin,0.82,1.74,mixed,5,6,Mombasa,household,informal,0.225,0.9225,11.58
e_waste,computers,15.11,0.5,mixed,4,2,Mombasa,commercial,informal,0.2835,0.9642,68.66
organic,garden_waste,16.19,3.74,clean,11,6,Mombasa,commercial,semi_formal,0.5148,0.9272,5.65
paper,cardboard,43.32,10.65,mixed,5,2,Nairobi,industrial,semi_formal,0.4468,0.834,9.39
plastic,PP,34.4,1.88,mixed,12,6,Nakuru,dump_site,semi_formal,0.3952,0.7702,7.1
plastic,PVC,0.68,0.36,mixed,3,0,Mombasa,dump_site,informal,0.225,0.7055,4.71
plastic,PP,22.74,3.83,clean,2,3,Eldoret,industrial,semi_formal,0.5527,0.83,14.06
plastic,PP,29.84,8.03,clean,11,5,Nairobi,industrial,semi_formal,0.5938,0.8456,13.97
metal,steel,22.16,0.33,contaminated,3,1,Mombasa,industrial,informal,0.0994,0.9099,16.69
plastic,PET,1.81,5.97,clean,10,6,Nairobi,household,semi_formal,0.45,0.791,22.53
paper,newspaper,38.63,29.57,clean,6,4,Nairobi,commercial,semi_formal,0.6447,0.8934,6.8
plastic,mixed_plastic,5.92,10.18,clean,12,2,Nairobi,commercial,semi_formal,0.4553,0.793,9.45
paper,office_paper,18.83,34.18,clean,3,3,Eldoret,household,semi_formal,0.5301,0.859,8.56
metal,tin,119.79,1.6,clean,7,2,Kisumu,commercial,formal,1.0,1.0,21.44
plastic,LDPE,16.45,5.04,mixed,2,2,Nakuru,household,informal,0.2913,0.7307,4.2
e_waste,batteries,30.18,5.23,mixed,10,4,Nairobi,household,semi_formal,0.3708,0.9685,31.33
paper,cardboard,5.55,2.51,clean,11,0,Nairobi,household,semi_formal,0.4532,0.8359,9.2
plastic,LDPE,16.45,0.78,mixed,1,3,Nairobi,commercial,informal,0.2913,0.7307,6.14
plastic,PVC,3.74,5.52,clean,3,6,Nairobi,industrial,semi_formal,0.45,0.791,8.08
plastic,HDPE,5.5,9.58,clean,9,4,Mombasa,commercial,semi_formal,0.4529,0.7921,17.96
e_waste,phones,6.52,2.2,clean,9,6,Nairobi,commercial,semi_formal,0.4588,0.9729,120.2
textile,industrial_textile,10.62,5.09,mixed,5,3,Kisumu,dump_site,informal,0.2575,0.8515,3.44
plastic,PP,1.76,1.78,contaminated,5,2,Nairobi,household,informal,0.0,0.62,5.86
paper,office_paper,61.18,0.45,mixed,6,3,Nairobi,dump_site,semi_formal,0.5503,0.8651,10.07
metal,aluminum,54.85,1.18,clean,4,3,Nairobi,household,formal,0.7386,0.9739,94.29
paper,newspaper,18.05,2.45,clean,6,3,Kisumu,household,semi_formal,0.5256,0.8577,5.17
plastic,PET,12.06,8.55,contaminated,7,5,Nairobi,dump_site,informal,0.0409,0.6355,9.26
plastic,mixed_plastic,3.39,1.91,clean,4,2,Nakuru,household,semi_formal,0.45,0.791,6.2
e_waste,mixed_ewaste,10.44,0.53,mixed,11,1,Nairobi,household,informal,0.2565,0.9628,40.31
plastic,mixed_plastic,27.64,8.56,mixed,4,5,Nakuru,household,semi_formal,0.3561,0.7553,5.41
paper,mixed_paper,25.02,6.3,clean,7,2,Eldoret,household,semi_formal,0.5659,0.8698,5.92
paper,newspaper,32.36,4.49,mixed,3,4,Eldoret,dump_site,semi_formal,0.3834,0.815,4.12
metal,tin,64.34,1.12,clean,4,6,Mombasa,household,formal,0.7935,0.9794,16.52
metal,brass,25.45,2.09,clean,9,1,Kisumu,commercial,semi_formal,0.5684,0.9568,262.45
metal,steel,19.25,1.33,clean,7,4,Nairobi,household,semi_formal,0.5325,0.9532,29.36
metal,brass,2.4,6.73,mixed,4,4,Nairobi,industrial,informal,0.225,0.9225,209.83
plastic,HDPE,67.28,6.69,mixed,1,6,Nakuru,household,semi_formal,0.5856,0.8425,15.31
organic,garden_waste,0.51,14.99,mixed,6,1,Nairobi,household,informal,0.225,0.8838,4.36
textile,clothes,31.07,2.41,clean,11,2,Kisumu,industrial,semi_formal,0.6009,0.9202,10.88
glass,colored_glass,7.12,0.53,clean,8,0,Nairobi,industrial,semi_formal,0.4623,0.758,4.61
paper,office_paper,52.98,9.1,mixed,10,1,Nairobi,dump_site,semi_formal,0.5028,0.8508,8.66
e_waste,computers,19.83,29.27,contaminated,11,4,Kisumu,household,informal,0.0858,0.9543,30.54
metal,aluminum,0.51,2.41,clean,8,6,Nairobi,commercial,semi_formal,0.45,0.945,89.53
rubber,mixed_rubber,17.48,2.6,clean,2,6,Eldoret,household,semi_formal,0.5222,0.9044,8.87
glass,mixed_glass,25.69,0.99,clean,3,1,Nairobi,industrial,semi_formal,0.5698,0.8064,3.83
textile,clothes,33.97,1.1,clean,6,1,Nairobi,industrial,semi_formal,0.6177,0.9235,12.91
plastic,mixed_plastic,76.68,8.63,clean,3,1,Nairobi,household,formal,0.865,0.9487,11.45
e_waste,cables,27.72,0.95,clean,3,1,Nairobi,household,semi_formal,0.5815,0.9791,77.16
organic,food_waste,74.31,1.11,mixed,1,6,Mombasa,commercial,semi_formal,0.6263,0.9439,4.89
paper,cardboard,4.45,16.89,contaminated,3,1,Mombasa,industrial,informal,0.0,0.7,5.35
metal,brass,4.52,5.64,mixed,12,0,Nairobi,dump_site,informal,0.225,0.9225,201.91
textile,industrial_textile,30.27,2.9,mixed,1,5,Nairobi,commercial,semi_formal,0.3713,0.8743,5.16
metal,copper,29.29,0.35,mixed,1,2,Nairobi,commercial,semi_formal,0.3656,0.9366,371.05
plastic,mixed_plastic,9.34,0.76,contaminated,2,0,Nairobi,industrial,informal,0.0252,0.6296,5.08
paper,office_paper,6.26,8.32,mixed,7,4,Mombasa,commercial,informal,0.2323,0.7697,8.75
glass,colored_glass,6.12,13.46,clean,4,1,Nairobi,commercial,semi_formal,0.4565,0.7554,3.81
metal,aluminum,16.14,1.74,mixed,4,1,Nairobi,household,informal,0.2895,0.9289,71.07
metal,brass,62.79,5.04,clean,12,0,Nairobi,industrial,formal,0.7846,0.9785,333.55
rubber,mixed_rubber,71.25,6.06,mixed,8,4,Kisumu,commercial,semi_formal,0.6086,0.9217,8.21
metal,steel,5.66,8.5,mixed,10,5,Nairobi,industrial,informal,0.2288,0.9229,21.95
rubber,tyres,13.1,5.9,mixed,1,3,Eldoret,commercial,informal,0.2719,0.8544,12.58
paper,cardboard,6.27,0.21,clean,9,6,Nairobi,industrial,semi_formal,0.4573,0.8372,14.69
plastic,PP,70.31,4.27,mixed,4,5,Mombasa,household,semi_formal,0.6031,0.8492,9.12
glass,colored_glass,3.36,11.28,mixed,5,2,Nairobi,commercial,informal,0.225,0.6512,2.74
organic,food_waste,37.99,11.49,clean,3,1,Kisumu,industrial,semi_formal,0.641,0.9462,4.4
e_waste,phones,21.01,11.91,mixed,3,6,Eldoret,industrial,informal,0.3177,0.9659,74.16
plastic,PET,43.6,0.84,mixed,3,0,Mombasa,commercial,semi_formal,0.4485,0.7904,19.01
paper,mixed_paper,22.35,1.0,clean,10,1,Nairobi,household,semi_formal,0.5504,0.8651,6.18
plastic,HDPE,19.3,2.64,mixed,10,4,Kisumu,household,informal,0.3078,0.737,10.81
paper,office_paper,35.15,10.01,clean,7,3,Eldoret,commercial,semi_formal,0.6246,0.8874,11.37
plastic,PVC,9.99,11.67,clean,6,0,Mombasa,household,semi_formal,0.4789,0.802,5.55
metal,tin,8.76,3.87,clean,2,3,Nairobi,industrial,semi_formal,0.4718,0.9472,21.5
paper,mixed_paper,12.37,24.04,clean,7,1,Nairobi,commercial,semi_formal,0.4927,0.8478,6.72
paper,cardboard,46.95,2.03,clean,2,3,Nairobi,commercial,semi_formal,0.6928,0.9079,13.79
metal,tin,54.53,1.78,clean,1,2,Nakuru,commercial,formal,0.7367,0.9737,16.8
paper,office_paper,25.41,3.85,clean,7,2,Nairobi,household,semi_formal,0.5682,0.8704,13.82
paper,office_paper,2.15,2.49,clean,8,2,Nairobi,industrial,semi_formal,0.45,0.835,15.64
paper,cardboard,23.61,0.7,mixed,10,1,Mombasa,household,informal,0.3327,0.7998,8.39
metal,tin,19.77,1.48,mixed,9,4,Nairobi,industrial,informal,0.3105,0.9311,20.49
metal,aluminum,9.45,1.42,mixed,1,3,Nairobi,commercial,informal,0.2508,0.9251,83.93
metal,tin,15.12,11.47,clean,11,5,Kisumu,commercial,semi_formal,0.5086,0.9509,14.64
plastic,PVC,12.54,2.36,clean,9,3,Nairobi,commercial,semi_formal,0.4936,0.8076,7.33
rubber,mixed_rubber,35.3,17.22,mixed,11,1,Nairobi,commercial,semi_formal,0.4004,0.8801,6.91
glass,mixed_glass,6.23,9.8,mixed,5,4,Nairobi,household,informal,0.2321,0.6545,2.19
rubber,mixed_rubber,7.33,6.15,mixed,5,1,Kisumu,commercial,informal,0.2385,0.8477,6.36
paper,cardboard,23.93,3.73,mixed,10,3,Nairobi,household,informal,0.3346,0.8004,8.09
plastic,PP,1.98,5.45,contaminated,7,1,Mombasa,industrial,informal,0.0,0.62,6.88
metal,brass,68.44,1.04,mixed,8,2,Nairobi,dump_site,semi_formal,0.5923,0.9592,188.23
paper,cardboard,50.44,3.86,clean,12,5,Eldoret,industrial,formal,0.7131,0.9139,10.7
paper,mixed_paper,32.95,12.63,clean,6,4,Nairobi,industrial,semi_formal,0.6118,0.8835,6.43
paper,cardboard,49.27,2.38,clean,4,3,Kisumu,dump_site,formal,0.7063,0.9119,8.39
organic,food_waste,111.33,4.18,clean,5,1,Nairobi,industrial,formal,1.0,1.0,6.2
plastic,LDPE,36.8,0.7,clean,10,0,Nairobi,commercial,semi_formal,0.6341,0.861,8.48
plastic,HDPE,0.76,8.81,contaminated,11,0,Eldoret,household,informal,0.0,0.62,6.2
e_waste,batteries,24.37,15.9,contaminated,7,3,Nairobi,household,informal,0.1121,0.9556,25.28
plastic,PET,168.49,0.54,mixed,9,2,Kisumu,commercial,formal,0.775,0.9145,25.4
metal,tin,21.65,14.62,clean,2,2,Eldoret,household,semi_formal,0.5464,0.9546,14.07
plastic,mixed_plastic,30.02,8.13,contaminated,5,5,Mombasa,commercial,informal,0.1448,0.675,3.95
rubber,tyres,1.99,11.39,clean,4,2,Nairobi,household,semi_formal,0.45,0.89,13.07
plastic,mixed_plastic,37.48,1.32,clean,12,0,Kisumu,commercial,semi_formal,0.638,0.8624,9.86
metal,steel,31.06,1.45,mixed,10,6,Nairobi,household,semi_formal,0.3759,0.9376,20.95
organic,garden_waste,21.67,12.15,clean,2,3,Nairobi,dump_site,semi_formal,0.5465,0.932,6.07
plastic,PP,13.04,12.31,clean,3,2,Mombasa,commercial,semi_formal,0.4966,0.8087,12.83
metal,steel,10.18,4.68,mixed,7,3,Nairobi,household,informal,0.255,0.9255,23.68
e_waste,cables,74.66,7.65,clean,12,3,Nairobi,industrial,formal,0.8533,0.9927,91.09
e_waste,phones,31.97,5.81,clean,7,1,Nairobi,commercial,semi_formal,0.6061,0.9803,114.46
organic,garden_waste,42.66,3.44,clean,3,5,Mombasa,household,semi_formal,0.668,0.9502,6.01
plastic,LDPE,20.18,1.01,clean,1,3,Nairobi,commercial,semi_formal,0.5379,0.8244,8.31
metal,steel,51.81,3.45,clean,5,5,Nairobi,household,formal,0.721,0.9721,27.14
e_waste,mixed_ewaste,11.64,7.17,clean,3,0,Kisumu,household,semi_formal,0.4885,0.9744,39.73
e_waste,computers,15.18,1.08,contaminated,12,1,Eldoret,dump_site,informal,0.059,0.9529,32.51
paper,office_paper,4.75,8.56,mixed,3,2,Nairobi,commercial,informal,0.225,0.7675,9.45
paper,mixed_paper,18.78,0.52,clean,7,4,Nairobi,household,semi_formal,0.5298,0.8589,6.1
plastic,PET,20.68,2.32,clean,6,4,Nairobi,commercial,semi_formal,0.5408,0.8255,27.16
