waste_type,sub_type,weight_kg,distance_km,condition,month,day_of_week,county,collection_point,market_tier,tier_score,tier_multiplier,price_per_kg
plastic,LDPE,24.19,5.78,contaminated,1,6,Nairobi,industrial,informal,0.0,0.62,5.32
textile,industrial_textile,41.59,15.74,clean,3,6,Kiambu,household,formal,1.0,1.0,5.54
e_waste,batteries,57.67,18.54,clean,3,5,Eldoret,commercial,formal,1.0,1.0,32.85
glass,mixed_glass,19.67,5.27,mixed,2,2,Nairobi,household,semi_formal,0.4545,0.7545,1.9
plastic,mixed_plastic,28.12,5.99,mixed,6,6,Nairobi,dump_site,semi_formal,0.4545,0.7927,5.31
plastic,HDPE,15.49,0.71,clean,11,3,Nakuru,commercial,formal,1.0,1.0,10.42
metal,aluminum,12.94,0.5,mixed,9,1,Mombasa,commercial,semi_formal,0.4545,0.9455,25.75
e_waste,computers,8.88,9.69,mixed,7,3,Nairobi,industrial,semi_formal,0.4545,0.9727,81.76
e_waste,computers,65.6,7.8,mixed,12,1,Mombasa,commercial,semi_formal,0.4545,0.9727,60.56
plastic,LDPE,4.06,5.53,contaminated,12,2,Nairobi,household,informal,0.0,0.62,4.18
organic,food_waste,23.45,7.62,mixed,3,5,Nairobi,commercial,semi_formal,0.4545,0.9182,6.5
plastic,PP,59.24,3.07,mixed,4,6,Kajiado,industrial,semi_formal,0.4545,0.7927,7.91
plastic,PET,4.42,21.93,mixed,12,5,Nakuru,household,semi_formal,0.4545,0.7927,7.12
rubber,mixed_rubber,19.76,13.78,mixed,6,2,Kajiado,household,semi_formal,0.4545,0.8909,6.56
organic,garden_waste,108.76,3.83,contaminated,11,2,Kiambu,commercial,informal,0.0,0.85,2.57
plastic,PP,53.35,27.87,clean,10,2,Kisumu,dump_site,formal,1.0,1.0,6.79
e_waste,computers,72.56,4.77,clean,12,4,Kisumu,commercial,formal,1.0,1.0,63.02
organic,food_waste,15.19,11.23,mixed,2,6,Machakos,commercial,semi_formal,0.4545,0.9182,6.6
rubber,mixed_rubber,16.71,1.7,mixed,4,0,Nairobi,commercial,semi_formal,0.4545,0.8909,8.47
organic,food_waste,28.42,1.88,clean,8,5,Nakuru,dump_site,formal,1.0,1.0,5.68
glass,clear_glass,27.7,3.24,contaminated,10,2,Kisumu,household,informal,0.0,0.55,1.17
paper,mixed_paper,44.2,6.96,contaminated,8,2,Eldoret,household,informal,0.0,0.7,2.55
metal,steel_heavy,26.48,1.37,clean,5,6,Nairobi,commercial,formal,1.0,1.0,43.44
paper,newspaper,21.73,1.06,clean,5,3,Kajiado,industrial,formal,1.0,1.0,5.86
plastic,PP,35.48,3.56,clean,12,1,Nairobi,household,formal,1.0,1.0,10.62
plastic,HDPE,29.06,43.22,clean,6,1,Kiambu,commercial,formal,1.0,1.0,10.13
metal,steel,32.74,1.56,mixed,12,5,Kiambu,commercial,semi_formal,0.4545,0.9455,25.21
e_waste,mixed_ewaste,8.35,8.54,mixed,8,0,Kiambu,household,semi_formal,0.4545,0.9727,43.74
rubber,tyres,27.74,0.2,mixed,9,6,Kisumu,commercial,semi_formal,0.4545,0.8909,12.21
organic,food_waste,16.13,1.35,clean,1,0,Nairobi,commercial,formal,1.0,1.0,8.34
paper,mixed_paper,26.89,1.41,contaminated,5,5,Kiambu,commercial,informal,0.0,0.7,4.0
paper,newspaper,21.39,8.47,clean,3,1,Nairobi,household,formal,1.0,1.0,6.22
e_waste,phones,9.15,20.72,clean,6,3,Nairobi,industrial,formal,1.0,1.0,100.82
e_waste,phones,57.15,4.33,clean,10,1,Machakos,dump_site,formal,1.0,1.0,58.73
e_waste,mixed_ewaste,1.88,1.68,clean,2,6,Kisumu,dump_site,formal,1.0,1.0,38.83
organic,garden_waste,62.67,14.39,clean,1,2,Kisumu,dump_site,formal,1.0,1.0,5.8
plastic,mixed_plastic,41.78,56.26,mixed,11,1,Nairobi,household,semi_formal,0.4545,0.7927,4.78
glass,mixed_glass,21.46,4.78,mixed,3,2,Kisumu,commercial,semi_formal,0.4545,0.7545,1.65
organic,food_waste,21.75,0.2,mixed,6,0,Nairobi,commercial,semi_formal,0.4545,0.9182,6.19
metal,brass,7.92,9.1,mixed,8,5,Nairobi,commercial,semi_formal,0.4545,0.9455,309.22
metal,copper,46.09,3.74,clean,8,2,Kiambu,household,formal,1.0,1.0,403.86
rubber,mixed_rubber,29.72,26.4,clean,9,6,Nairobi,commercial,formal,1.0,1.0,5.83
plastic,HDPE,7.21,3.49,clean,11,0,Nairobi,household,formal,1.0,1.0,11.47
metal,steel_heavy,76.4,14.17,clean,7,0,Mombasa,commercial,formal,1.0,1.0,37.8
glass,clear_glass,23.92,11.46,contaminated,4,6,Mombasa,household,informal,0.0,0.55,1.14
glass,mixed_glass,10.11,8.71,clean,3,5,Mombasa,commercial,formal,1.0,1.0,2.6
textile,clothes,35.17,8.6,clean,8,2,Kajiado,household,formal,1.0,1.0,6.37
e_waste,phones,14.02,19.91,clean,7,1,Eldoret,commercial,formal,1.0,1.0,80.0
metal,steel_light,3.27,0.54,mixed,7,5,Nairobi,commercial,semi_formal,0.4545,0.9455,22.53
metal,tin,5.41,0.8,contaminated,8,5,Kiambu,household,informal,0.0,0.9,7.91
organic,food_waste,19.6,14.35,mixed,5,2,Nairobi,commercial,semi_formal,0.4545,0.9182,6.37
paper,cardboard,13.0,5.24,clean,2,1,Nairobi,dump_site,formal,1.0,1.0,7.08
plastic,PP,50.78,11.44,contaminated,12,4,Mombasa,industrial,informal,0.0,0.62,5.35
e_waste,cables,36.73,3.26,clean,4,2,Nairobi,dump_site,formal,1.0,1.0,42.58
paper,newspaper,5.65,13.15,contaminated,2,6,Machakos,dump_site,informal,0.0,0.7,3.28
metal,steel,64.16,0.44,mixed,7,3,Mombasa,industrial,semi_formal,0.4545,0.9455,24.75
paper,newspaper,23.92,3.69,mixed,8,2,Kisumu,industrial,semi_formal,0.4545,0.8364,6.25
metal,copper,52.44,4.24,mixed,6,2,Machakos,commercial,semi_formal,0.4545,0.9455,317.14
rubber,tyres,1.56,2.21,clean,5,6,Mombasa,dump_site,formal,1.0,1.0,12.24
paper,cardboard,32.17,22.82,clean,10,5,Nairobi,household,formal,1.0,1.0,7.1
plastic,PP,39.46,3.63,clean,2,3,Nairobi,dump_site,formal,1.0,1.0,9.52
plastic,PP,6.6,8.75,clean,12,2,Nairobi,household,formal,1.0,1.0,11.47
rubber,mixed_rubber,26.14,13.92,clean,7,5,Nairobi,household,formal,1.0,1.0,7.36
plastic,PET,19.48,17.0,contaminated,4,3,Nairobi,commercial,informal,0.0,0.62,5.61
metal,steel_heavy,24.79,4.07,clean,4,2,Nairobi,household,formal,1.0,1.0,34.78
paper,office_paper,20.27,4.48,clean,2,4,Kiambu,commercial,formal,1.0,1.0,8.47
plastic,HDPE,36.57,3.53,clean,3,5,Nairobi,commercial,formal,1.0,1.0,15.87
organic,food_waste,48.97,10.68,mixed,6,1,Nairobi,dump_site,semi_formal,0.4545,0.9182,4.42
paper,mixed_paper,46.59,3.42,clean,2,2,Mombasa,commercial,formal,1.0,1.0,8.39
organic,food_waste,3.39,5.61,clean,11,6,Nairobi,commercial,formal,1.0,1.0,7.82
metal,brass,40.17,20.07,clean,10,2,Kajiado,commercial,formal,1.0,1.0,160.75
paper,office_paper,46.64,14.52,clean,6,5,Nairobi,household,formal,1.0,1.0,6.28
textile,industrial_textile,62.04,0.62,clean,6,0,Kiambu,household,formal,1.0,1.0,4.64
metal,steel,57.85,1.35,clean,10,0,Nairobi,household,formal,1.0,1.0,27.71
paper,mixed_paper,100.93,5.07,mixed,5,3,Nairobi,household,semi_formal,0.4545,0.8364,3.45
organic,food_waste,2.37,24.92,clean,8,5,Nakuru,household,formal,1.0,1.0,6.79
glass,colored_glass,46.02,8.7,clean,11,2,Machakos,household,formal,1.0,1.0,1.51
plastic,mixed_plastic,9.66,10.94,mixed,7,5,Nairobi,household,semi_formal,0.4545,0.7927,6.63
metal,brass,39.46,3.9,mixed,6,5,Mombasa,industrial,semi_formal,0.4545,0.9455,215.19
paper,newspaper,37.34,4.85,mixed,5,3,Nairobi,household,semi_formal,0.4545,0.8364,4.08
plastic,HDPE,63.76,54.19,mixed,1,6,Nairobi,household,semi_formal,0.4545,0.7927,6.51
paper,office_paper,10.8,4.54,mixed,5,2,Nairobi,commercial,semi_formal,0.4545,0.8364,6.25
metal,brass,42.38,0.26,clean,4,6,Kisumu,industrial,formal,1.0,1.0,228.05
rubber,mixed_rubber,20.63,3.54,clean,9,3,Nakuru,industrial,formal,1.0,1.0,10.04
plastic,PP,53.05,6.89,mixed,4,5,Nakuru,household,semi_formal,0.4545,0.7927,4.88
plastic,PP,33.84,56.74,mixed,6,5,Nairobi,dump_site,semi_formal,0.4545,0.7927,5.27
glass,colored_glass,42.97,11.26,clean,1,6,Mombasa,commercial,formal,1.0,1.0,2.48
rubber,mixed_rubber,10.43,6.29,clean,3,5,Mombasa,household,formal,1.0,1.0,9.46
rubber,mixed_rubber,69.91,10.45,clean,7,0,Machakos,commercial,formal,1.0,1.0,10.34
paper,newspaper,15.9,3.53,clean,12,1,Nairobi,commercial,formal,1.0,1.0,7.91
plastic,PVC,29.35,16.25,mixed,11,2,Kisumu,dump_site,semi_formal,0.4545,0.7927,3.24
plastic,PP,12.45,9.06,clean,10,6,Mombasa,household,formal,1.0,1.0,9.11
glass,clear_glass,10.58,3.9,contaminated,10,4,Nairobi,commercial,informal,0.0,0.55,1.78
metal,steel_light,63.35,11.16,clean,5,3,Kajiado,household,formal,1.0,1.0,13.38
plastic,PVC,7.64,9.15,contaminated,12,5,Nairobi,commercial,informal,0.0,0.62,5.38
metal,tin,56.46,2.46,contaminated,10,0,Mombasa,household,informal,0.0,0.9,8.9
plastic,mixed_plastic,24.71,17.13,mixed,5,1,Nairobi,industrial,semi_formal,0.4545,0.7927,5.14
paper,cardboard,42.29,2.04,clean,3,5,Nairobi,industrial,formal,1.0,1.0,8.31
metal,brass,74.31,8.16,contaminated,9,6,Nairobi,household,informal,0.0,0.9,150.44
paper,office_paper,7.02,8.9,clean,1,0,Machakos,dump_site,formal,1.0,1.0,6.6
paper,mixed_paper,31.7,4.81,mixed,2,2,Nairobi,commercial,semi_formal,0.4545,0.8364,4.96
metal,aluminum,77.33,0.22,contaminated,3,1,Kisumu,commercial,informal,0.0,0.9,11.09
plastic,PET,27.77,8.86,clean,12,6,Mombasa,commercial,formal,1.0,1.0,13.47
metal,steel,34.16,17.76,clean,9,0,Mombasa,dump_site,formal,1.0,1.0,20.12
metal,steel_heavy,47.93,7.38,clean,1,4,Nakuru,household,formal,1.0,1.0,31.02
metal,steel_heavy,1.95,0.61,mixed,3,3,Kajiado,household,semi_formal,0.4545,0.9455,37.4
metal,tin,61.95,5.42,clean,11,1,Kisumu,household,formal,1.0,1.0,13.31
paper,newspaper,6.84,17.57,clean,7,1,Nairobi,commercial,formal,1.0,1.0,7.26
metal,tin,40.8,1.43,clean,5,3,Kisumu,commercial,formal,1.0,1.0,12.79
e_waste,mixed_ewaste,24.38,1.11,clean,5,2,Nairobi,household,formal,1.0,1.0,51.1
plastic,PP,24.27,19.78,mixed,9,1,Kisumu,industrial,semi_formal,0.4545,0.7927,6.39
plastic,PVC,45.01,3.13,clean,7,1,Nairobi,commercial,formal,1.0,1.0,12.2
paper,mixed_paper,37.49,12.55,mixed,8,3,Nairobi,commercial,semi_formal,0.4545,0.8364,5.69
metal,steel,19.48,0.2,clean,4,4,Mombasa,commercial,formal,1.0,1.0,35.38
textile,clothes,12.08,10.17,clean,9,5,Nairobi,household,formal,1.0,1.0,9.64
plastic,PET,25.01,3.75,clean,7,6,Kajiado,commercial,formal,1.0,1.0,13.92
e_waste,batteries,17.34,2.01,contaminated,10,6,Kisumu,commercial,informal,0.0,0.95,25.61
plastic,mixed_plastic,18.42,2.64,clean,3,5,Nairobi,industrial,formal,1.0,1.0,13.64
e_waste,computers,18.99,4.73,clean,9,6,Nairobi,industrial,formal,1.0,1.0,101.48
metal,copper,13.0,19.57,contaminated,2,3,Nairobi,commercial,informal,0.0,0.9,346.63
metal,copper,8.79,3.65,clean,11,5,Nairobi,commercial,formal,1.0,1.0,458.29
plastic,PP,15.53,29.14,clean,11,6,Nairobi,commercial,formal,1.0,1.0,12.18
plastic,PP,6.49,32.06,clean,7,3,Nairobi,industrial,formal,1.0,1.0,15.35
metal,tin,63.96,9.27,clean,5,2,Nakuru,household,formal,1.0,1.0,11.92
e_waste,batteries,12.72,3.66,clean,6,2,Nakuru,commercial,formal,1.0,1.0,35.01
textile,industrial_textile,12.04,37.98,mixed,4,0,Nairobi,household,semi_formal,0.4545,0.8909,3.02
plastic,PVC,50.18,7.09,clean,8,2,Nairobi,household,formal,1.0,1.0,8.78
metal,tin,74.61,17.02,contaminated,2,1,Nakuru,household,informal,0.0,0.9,8.85
e_waste,batteries,24.95,4.23,clean,8,0,Mombasa,household,formal,1.0,1.0,41.79
plastic,HDPE,40.6,20.89,mixed,1,0,Nairobi,commercial,semi_formal,0.4545,0.7927,6.92
paper,mixed_paper,43.09,1.14,clean,2,1,Nairobi,commercial,formal,1.0,1.0,7.35
e_waste,computers,12.23,7.11,contaminated,7,5,Nairobi,industrial,informal,0.0,0.95,68.62
metal,steel,4.42,21.76,clean,2,2,Nairobi,commercial,formal,1.0,1.0,31.9
textile,clothes,45.5,4.11,mixed,6,0,Kajiado,household,semi_formal,0.4545,0.8909,4.53
metal,copper,14.29,20.87,contaminated,3,0,Mombasa,industrial,informal,0.0,0.9,305.11
rubber,mixed_rubber,10.47,1.79,mixed,6,2,Kisumu,household,semi_formal,0.4545,0.8909,6.2
paper,office_paper,23.25,1.5,clean,6,1,Mombasa,industrial,formal,1.0,1.0,7.22
plastic,HDPE,11.41,14.05,clean,3,1,Nairobi,household,formal,1.0,1.0,13.72
e_waste,phones,12.58,15.76,clean,1,6,Kajiado,household,formal,1.0,1.0,82.7
organic,garden_waste,51.66,1.52,mixed,1,6,Kisumu,commercial,semi_formal,0.4545,0.9182,4.78
paper,office_paper,55.58,4.08,clean,6,6,Kisumu,industrial,formal,1.0,1.0,7.71
plastic,PET,81.38,2.71,clean,12,0,Mombasa,industrial,formal,1.0,1.0,13.69
metal,steel,19.17,0.26,mixed,1,2,Nairobi,commercial,semi_formal,0.4545,0.9455,28.91
plastic,HDPE,6.64,0.94,contaminated,2,0,Nairobi,industrial,informal,0.0,0.62,8.35
paper,newspaper,40.15,21.58,mixed,1,1,Nakuru,household,semi_formal,0.4545,0.8364,2.53
glass,colored_glass,34.27,30.38,mixed,8,6,Kiambu,household,semi_formal,0.4545,0.7545,0.95
plastic,PP,24.49,3.03,mixed,5,2,Nairobi,dump_site,semi_formal,0.4545,0.7927,7.26
organic,garden_waste,33.53,15.91,mixed,8,3,Eldoret,commercial,semi_formal,0.4545,0.9182,3.32
plastic,HDPE,15.7,11.2,clean,7,3,Kisumu,commercial,formal,1.0,1.0,11.45
plastic,HDPE,40.0,13.81,clean,3,3,Mombasa,household,formal,1.0,1.0,12.16
metal,steel,80.9,5.92,clean,12,3,Nairobi,household,formal,1.0,1.0,18.87
metal,aluminum,8.4,19.45,contaminated,7,3,Nakuru,industrial,informal,0.0,0.9,13.85
textile,clothes,18.83,9.1,clean,7,2,Nairobi,industrial,formal,1.0,1.0,9.42
organic,garden_waste,22.31,17.58,mixed,5,4,Nairobi,household,semi_formal,0.4545,0.9182,3.24
e_waste,batteries,53.46,5.72,contaminated,10,3,Nairobi,household,informal,0.0,0.95,27.56
plastic,PP,27.64,7.6,mixed,4,1,Nairobi,household,semi_formal,0.4545,0.7927,6.64
e_waste,cables,32.77,3.98,clean,9,6,Nairobi,commercial,formal,1.0,1.0,61.83
e_waste,mixed_ewaste,17.76,2.06,clean,12,4,Nakuru,commercial,formal,1.0,1.0,37.82
metal,steel_heavy,20.54,12.9,mixed,12,5,Nairobi,dump_site,semi_formal,0.4545,0.9455,24.82
e_waste,computers,20.12,35.92,mixed,5,0,Nairobi,commercial,semi_formal,0.4545,0.9727,52.3
plastic,mixed_plastic,13.55,14.64,clean,10,0,Nairobi,household,formal,1.0,1.0,9.47
plastic,PET,21.11,9.59,contaminated,6,1,Nairobi,household,informal,0.0,0.62,4.96
plastic,mixed_plastic,41.34,7.28,mixed,2,4,Nairobi,household,semi_formal,0.4545,0.7927,6.39
plastic,PVC,16.06,6.65,contaminated,5,1,Mombasa,household,informal,0.0,0.62,3.67
paper,newspaper,32.67,7.61,contaminated,12,1,Nairobi,household,informal,0.0,0.7,2.9
plastic,HDPE,48.1,5.22,contaminated,5,2,Kiambu,commercial,informal,0.0,0.62,5.38
plastic,mixed_plastic,8.32,14.12,clean,11,3,Kisumu,household,formal,1.0,1.0,6.99
plastic,PP,2.79,2.31,contaminated,4,6,Nairobi,household,informal,0.0,0.62,5.92
glass,colored_glass,45.61,17.69,clean,2,4,Mombasa,commercial,formal,1.0,1.0,2.86
plastic,PET,9.43,26.51,clean,9,6,Eldoret,household,formal,1.0,1.0,7.69
metal,aluminum,10.14,9.91,mixed,5,1,Eldoret,commercial,semi_formal,0.4545,0.9455,12.46
paper,office_paper,46.02,5.88,mixed,10,3,Nairobi,household,semi_formal,0.4545,0.8364,4.29
plastic,PP,27.39,1.65,mixed,6,6,Mombasa,commercial,semi_formal,0.4545,0.7927,7.99
plastic,HDPE,0.85,4.59,contaminated,3,2,Mombasa,dump_site,informal,0.0,0.62,7.33
e_waste,computers,5.61,34.02,mixed,6,1,Kiambu,commercial,semi_formal,0.4545,0.9727,53.45
metal,steel_heavy,13.15,2.49,clean,4,6,Kiambu,household,formal,1.0,1.0,24.04
organic,garden_waste,10.73,3.54,mixed,12,6,Nairobi,household,semi_formal,0.4545,0.9182,5.46
plastic,PVC,17.38,0.54,clean,10,5,Nairobi,commercial,formal,1.0,1.0,10.0
textile,clothes,23.15,5.59,clean,4,1,Nairobi,industrial,formal,1.0,1.0,7.28
paper,newspaper,47.87,7.13,contaminated,7,1,Mombasa,dump_site,informal,0.0,0.7,2.46
glass,colored_glass,30.02,3.27,clean,1,4,Nairobi,commercial,formal,1.0,1.0,2.63
plastic,mixed_plastic,0.5,20.38,clean,7,5,Nairobi,commercial,formal,1.0,1.0,11.62
plastic,PVC,80.94,53.86,clean,11,6,Mombasa,commercial,formal,1.0,1.0,5.5
paper,office_paper,55.47,1.1,clean,10,0,Nakuru,household,formal,1.0,1.0,5.33
plastic,PET,11.87,6.62,mixed,6,2,Nairobi,industrial,semi_formal,0.4545,0.7927,9.16
paper,cardboard,13.47,2.05,clean,6,1,Kiambu,household,formal,1.0,1.0,8.92
glass,clear_glass,29.81,4.65,clean,6,2,Nairobi,industrial,formal,1.0,1.0,5.27
rubber,tyres,19.77,1.75,clean,7,3,Nairobi,household,formal,1.0,1.0,17.33
e_waste,phones,26.56,14.43,mixed,2,1,Mombasa,commercial,semi_formal,0.4545,0.9727,72.09
plastic,PP,61.3,0.93,mixed,6,1,Kisumu,commercial,semi_formal,0.4545,0.7927,6.67
plastic,PVC,13.15,1.27,clean,1,6,Nairobi,industrial,formal,1.0,1.0,11.94
plastic,PP,72.49,4.57,clean,4,2,Mombasa,commercial,formal,1.0,1.0,10.93
metal,aluminum,10.37,0.96,mixed,11,5,Nakuru,household,semi_formal,0.4545,0.9455,13.72
plastic,mixed_plastic,14.84,5.87,clean,3,2,Kiambu,dump_site,formal,1.0,1.0,8.52
metal,copper,111.33,8.4,clean,3,4,Mombasa,commercial,formal,1.0,1.0,259.85
e_waste,computers,2.98,7.01,clean,2,0,Kisumu,household,formal,1.0,1.0,57.41
metal,steel_light,21.94,16.5,mixed,9,6,Kisumu,industrial,semi_formal,0.4545,0.9455,18.65
metal,steel_heavy,41.59,20.11,clean,10,6,Nairobi,commercial,formal,1.0,1.0,30.44
plastic,PP,34.49,7.43,mixed,11,4,Kisumu,industrial,semi_formal,0.4545,0.7927,7.9
plastic,PVC,7.43,22.97,clean,5,6,Kiambu,dump_site,formal,1.0,1.0,6.72
paper,mixed_paper,56.92,3.27,contaminated,1,5,Nakuru,commercial,informal,0.0,0.7,3.51
paper,cardboard,4.7,13.93,mixed,3,1,Kiambu,commercial,semi_formal,0.4545,0.8364,6.12
metal,aluminum,23.84,29.35,clean,4,5,Machakos,household,formal,1.0,1.0,16.11
e_waste,cables,10.3,1.34,mixed,1,4,Nairobi,commercial,semi_formal,0.4545,0.9727,75.42
e_waste,cables,24.65,5.47,mixed,11,0,Kisumu,household,semi_formal,0.4545,0.9727,37.87
plastic,PVC,71.51,8.74,mixed,10,4,Nakuru,industrial,semi_formal,0.4545,0.7927,5.0
textile,industrial_textile,7.79,0.2,clean,6,6,Kiambu,household,formal,1.0,1.0,4.93
plastic,PVC,4.85,12.57,mixed,10,6,Nakuru,household,semi_formal,0.4545,0.7927,4.23
e_waste,computers,52.75,9.9,clean,6,4,Kiambu,commercial,formal,1.0,1.0,71.1
e_waste,cables,17.09,3.77,contaminated,4,4,Kisumu,household,informal,0.0,0.95,32.98
plastic,mixed_plastic,37.32,6.61,clean,10,2,Kajiado,household,formal,1.0,1.0,6.29
plastic,PET,50.58,24.26,contaminated,10,2,Nairobi,household,informal,0.0,0.62,4.73
plastic,PP,3.03,21.1,clean,2,0,Kisumu,household,formal,1.0,1.0,10.95
plastic,LDPE,10.99,0.98,clean,9,1,Mombasa,household,formal,1.0,1.0,6.06
e_waste,mixed_ewaste,1.94,1.83,contaminated,5,1,Nairobi,commercial,informal,0.0,0.95,51.49
paper,cardboard,20.28,1.52,clean,1,4,Nairobi,household,formal,1.0,1.0,8.78
plastic,PVC,18.89,16.02,clean,3,2,Machakos,household,formal,1.0,1.0,9.06
metal,brass,11.47,28.22,contaminated,10,0,Kisumu,commercial,informal,0.0,0.9,127.37
plastic,PVC,38.83,2.97,mixed,4,1,Mombasa,household,semi_formal,0.4545,0.7927,5.49
plastic,PET,75.73,0.88,mixed,5,5,Kajiado,household,semi_formal,0.4545,0.7927,6.41
paper,newspaper,22.43,16.93,clean,9,1,Nairobi,commercial,formal,1.0,1.0,7.64
glass,mixed_glass,15.56,0.58,clean,12,6,Machakos,commercial,formal,1.0,1.0,3.26
e_waste,computers,55.95,13.98,mixed,6,5,Mombasa,dump_site,semi_formal,0.4545,0.9727,41.01
metal,brass,46.15,12.55,clean,2,1,Nairobi,commercial,formal,1.0,1.0,259.32
plastic,HDPE,20.75,13.32,clean,8,1,Nairobi,dump_site,formal,1.0,1.0,11.09
plastic,PP,26.1,7.3,clean,7,3,Nakuru,commercial,formal,1.0,1.0,8.76
organic,food_waste,43.12,4.33,clean,5,4,Kisumu,commercial,formal,1.0,1.0,6.76
e_waste,mixed_ewaste,60.08,6.65,mixed,1,5,Kiambu,commercial,semi_formal,0.4545,0.9727,48.48
metal,steel,40.86,6.67,contaminated,6,2,Nairobi,household,informal,0.0,0.9,17.44
metal,tin,12.46,0.52,clean,9,4,Machakos,dump_site,formal,1.0,1.0,12.48
plastic,PP,7.9,1.16,contaminated,4,3,Kisumu,household,informal,0.0,0.62,5.21
paper,cardboard,42.02,1.06,mixed,5,4,Mombasa,household,semi_formal,0.4545,0.8364,4.74
organic,garden_waste,12.53,2.67,clean,10,0,Kajiado,household,formal,1.0,1.0,5.36
plastic,PP,36.65,13.55,clean,5,2,Kisumu,industrial,formal,1.0,1.0,10.26
plastic,PP,22.69,6.61,contaminated,11,1,Machakos,industrial,informal,0.0,0.62,4.67
organic,food_waste,38.32,28.28,clean,11,0,Nairobi,dump_site,formal,1.0,1.0,3.75
rubber,mixed_rubber,25.74,10.96,mixed,5,3,Mombasa,commercial,semi_formal,0.4545,0.8909,6.06
paper,newspaper,24.96,2.36,clean,3,0,Mombasa,industrial,formal,1.0,1.0,6.31
plastic,PP,12.6,2.92,mixed,3,3,Kajiado,commercial,semi_formal,0.4545,0.7927,9.97
plastic,PVC,19.88,16.87,clean,10,6,Kajiado,dump_site,formal,1.0,1.0,6.17
metal,steel,25.6,23.32,mixed,1,6,Nairobi,household,semi_formal,0.4545,0.9455,20.95
metal,aluminum,38.97,1.36,clean,10,1,Mombasa,industrial,formal,1.0,1.0,23.75
plastic,PET,6.71,8.78,mixed,8,4,Kiambu,household,semi_formal,0.4545,0.7927,8.54
paper,mixed_paper,14.29,8.5,clean,3,4,Mombasa,commercial,formal,1.0,1.0,6.57
plastic,HDPE,35.65,4.41,clean,2,2,Nairobi,household,formal,1.0,1.0,11.93
e_waste,cables,5.08,10.91,clean,4,5,Nairobi,commercial,formal,1.0,1.0,75.9
organic,food_waste,18.95,3.85,contaminated,10,0,Mombasa,household,informal,0.0,0.85,5.62
metal,aluminum,37.44,3.14,mixed,12,2,Kajiado,household,semi_formal,0.4545,0.9455,15.05
plastic,PP,52.87,9.23,mixed,3,3,Kisumu,commercial,semi_formal,0.4545,0.7927,6.61
plastic,mixed_plastic,20.9,1.08,clean,2,5,Kisumu,industrial,formal,1.0,1.0,8.75
plastic,LDPE,31.75,0.28,clean,9,2,Nairobi,commercial,formal,1.0,1.0,9.19
paper,cardboard,12.57,13.6,mixed,3,5,Mombasa,dump_site,semi_formal,0.4545,0.8364,3.96
paper,office_paper,16.02,7.17,mixed,3,3,Nairobi,household,semi_formal,0.4545,0.8364,6.01
plastic,HDPE,13.99,1.57,mixed,8,5,Eldoret,dump_site,semi_formal,0.4545,0.7927,6.65
plastic,mixed_plastic,35.38,31.02,mixed,7,6,Kiambu,commercial,semi_formal,0.4545,0.7927,5.79
textile,industrial_textile,10.07,6.86,clean,8,3,Nairobi,industrial,formal,1.0,1.0,6.86
metal,steel_heavy,33.05,15.17,clean,8,3,Kiambu,household,formal,1.0,1.0,25.05
metal,tin,7.57,18.52,mixed,11,2,Nairobi,commercial,semi_formal,0.4545,0.9455,13.36
e_waste,batteries,14.0,9.33,clean,10,0,Nakuru,household,formal,1.0,1.0,27.89
metal,steel,52.81,10.89,mixed,1,1,Mombasa,commercial,semi_formal,0.4545,0.9455,19.21
glass,clear_glass,6.79,4.17,contaminated,11,5,Nakuru,commercial,informal,0.0,0.55,1.51
textile,clothes,13.24,2.17,mixed,3,2,Nairobi,household,semi_formal,0.4545,0.8909,5.05
plastic,PET,21.79,3.61,mixed,2,6,Nakuru,dump_site,semi_formal,0.4545,0.7927,7.12
paper,newspaper,10.86,5.85,clean,1,5,Nairobi,commercial,formal,1.0,1.0,6.55
paper,mixed_paper,6.72,21.95,clean,6,4,Nairobi,dump_site,formal,1.0,1.0,5.85
paper,newspaper,54.33,0.8,clean,8,1,Nakuru,household,formal,1.0,1.0,5.58
plastic,PET,33.18,7.72,mixed,10,5,Eldoret,household,semi_formal,0.4545,0.7927,4.99
plastic,PP,61.11,5.41,clean,6,4,Kajiado,commercial,formal,1.0,1.0,8.96
paper,newspaper,25.43,5.93,contaminated,2,4,Nairobi,household,informal,0.0,0.7,3.94
plastic,mixed_plastic,9.87,17.73,mixed,9,6,Machakos,dump_site,semi_formal,0.4545,0.7927,5.39
rubber,tyres,36.94,1.91,mixed,3,2,Kiambu,commercial,semi_formal,0.4545,0.8909,13.36
plastic,PVC,82.17,10.04,clean,12,5,Mombasa,household,formal,1.0,1.0,7.14
paper,cardboard,21.56,8.75,contaminated,3,5,Mombasa,household,informal,0.0,0.7,3.53
plastic,PET,18.37,14.91,mixed,6,1,Kiambu,household,semi_formal,0.4545,0.7927,8.87
plastic,LDPE,12.83,12.78,contaminated,8,0,Mombasa,industrial,informal,0.0,0.62,5.55
plastic,PP,89.62,12.31,mixed,8,2,Nakuru,household,semi_formal,0.4545,0.7927,6.46
plastic,mixed_plastic,13.67,9.56,clean,6,3,Nairobi,household,formal,1.0,1.0,9.18
