waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
glass,clear_glass,2.103,5.834,0.8522,7,4,0.4142,11.2
plastic,mixed_plastic,6.582,1.569,0.7999,1,2,0.0489,10.56
textile,clothes,1.882,0.521,0.6975,7,4,0.5533,16.39
plastic,HDPE,92.119,13.864,0.6041,6,2,0.2205,19
plastic,PP,71.549,3.845,0.6287,3,6,0.3878,17.03
plastic,HDPE,3.926,3.711,0.9272,12,3,0.5073,27.77
e_waste,batteries,8.363,1.696,0.8805,4,2,0.6914,80.95
plastic,HDPE,4.51,0.265,0.9612,1,4,0.9397,22.87
textile,industrial_textile,2.95,6.2,0.8845,5,5,0.3927,6.6
glass,clear_glass,5.174,17.662,0.6462,10,2,0.5024,9.57
plastic,PVC,4.269,7.155,0.7533,1,5,0.7692,9.73
plastic,PET,0.723,12.221,0.7118,6,1,0.5783,20.88
plastic,PET,6.145,14.059,0.7921,6,1,0.4084,29.23
metal,aluminum,4.26,2.493,0.6137,11,5,0.2062,109.55
organic,food_waste,6.518,7.101,0.9787,1,4,0.8853,5.38
plastic,HDPE,4.084,4.633,0.9097,1,0,0.2553,18.49
organic,garden_waste,2.908,17.186,0.8564,7,4,0.7553,7.67
plastic,PP,12.806,19.188,0.732,3,2,0.4217,15.24
organic,garden_waste,8.497,12.395,0.6175,9,1,0.0733,5.27
textile,clothes,23.933,22.295,0.8212,4,2,0.6692,13.92
e_waste,phones,8.115,3.932,0.8396,7,3,0.6856,118.44
glass,clear_glass,3.536,6.52,0.6068,1,6,0.5173,9.95
organic,food_waste,9.394,3.68,0.6053,9,3,0.441,4.89
plastic,mixed_plastic,0.416,13.961,0.731,7,2,0.2589,8.25
plastic,mixed_plastic,55.948,0.231,0.7495,1,5,0.4488,11.44
plastic,PP,6.229,1.339,0.7335,4,3,0.2829,13.39
metal,aluminum,61.642,9.716,0.7387,1,0,0.686,99.49
e_waste,cables,1.579,2.409,0.6276,1,4,0.4466,72.39
metal,steel,1.172,1.282,0.5172,9,3,0.4749,28.87
organic,food_waste,6.952,24.567,0.5173,6,4,0.9051,3.68
plastic,HDPE,6.924,8.138,0.6558,10,1,0.5254,22.52
e_waste,phones,6.725,0.1,0.7522,4,3,0.8629,113.54
plastic,mixed_plastic,5.601,15.546,0.8614,9,4,0.6132,11.56
plastic,PET,2.109,9.111,0.7162,8,4,0.8158,25.03
e_waste,computers,0.754,0.831,0.9114,8,4,0.427,120.93
rubber,tyres,6.295,10.222,0.9201,10,6,0.4382,22.88
metal,steel,0.962,3.417,0.8882,9,3,0.1961,32.77
plastic,PET,0.859,6.817,0.2746,9,3,0.3638,18.93
metal,aluminum,2.838,9.201,0.8898,9,3,0.1083,121
plastic,PET,7.514,2.229,0.7446,6,2,0.1958,24
textile,clothes,48.682,11.318,0.8612,9,2,0.5334,17.74
e_waste,mixed_ewaste,14.514,2.71,0.5469,11,4,0.1636,47.46
plastic,mixed_plastic,25.025,8.467,0.9441,9,2,0.4917,8.71
plastic,HDPE,9.82,10.434,0.4177,8,5,0.7868,23.25
plastic,HDPE,6.96,1.393,0.8733,1,5,0.592,18.06
rubber,tyres,90.645,4.498,0.5418,6,6,0.3794,24.09
paper,mixed_paper,0.916,0.162,0.6834,1,0,0.6825,6.08
organic,food_waste,2.73,8.329,0.7578,2,2,0.3021,3.99
metal,tin,2.998,2.446,0.849,5,5,0.5749,31.83
metal,aluminum,13.095,15.718,0.7346,6,3,0.4032,117.44
plastic,PET,1.385,12.206,0.7395,7,4,0.2412,24.2
textile,clothes,11.202,1.507,0.923,11,5,0.372,17.91
paper,newspaper,8.985,19.048,0.8168,10,6,0.4413,7.73
metal,copper,11.894,5.062,0.4651,6,1,0.6359,564.26
glass,clear_glass,11.638,0.852,0.6979,5,1,0.4309,13.14
metal,aluminum,28.388,0.505,0.7891,9,3,0.3427,99.05
textile,industrial_textile,4.225,9.089,0.7867,4,3,0.7351,7.94
plastic,PET,8.467,7.896,0.9167,11,6,0.1246,30.11
metal,aluminum,1.852,1.165,0.7898,10,0,0.5309,114.13
paper,office_paper,1.408,3.474,0.594,9,1,0.6346,15.39
paper,office_paper,37.255,0.822,0.5847,3,6,0.4519,17.48
plastic,mixed_plastic,1.691,1.475,0.4588,8,4,0.4363,10.05
plastic,PVC,9.675,16.395,0.837,10,4,0.212,6.57
plastic,mixed_plastic,8.476,15.133,0.7702,1,1,0.4532,9.32
paper,office_paper,18.356,18.622,0.6476,3,4,0.4596,13.05
paper,mixed_paper,0.613,10.924,0.7402,7,2,0.4268,6.1
metal,steel,13.059,3.118,0.3437,5,5,0.1931,25.51
metal,steel,4.18,2.103,0.3589,9,0,0.7205,25.02
paper,cardboard,2.182,1.542,0.8577,5,1,0.3302,13.87
paper,newspaper,3.317,16.537,0.9922,12,4,0.8631,10.56
plastic,PP,15.551,1.183,0.6834,4,4,0.7645,17.94
metal,brass,10.778,6.049,0.6778,5,5,0.2423,305.98
paper,mixed_paper,3.844,3.226,0.9211,1,5,0.4178,7.9
plastic,mixed_plastic,1.142,0.756,0.6593,3,0,0.5434,10.43
paper,cardboard,1.243,13.972,0.584,3,0,0.4678,13.71
paper,newspaper,11.063,8.267,0.862,10,2,0.6454,7.95
plastic,PET,0.967,19.518,0.798,5,6,0.7373,26.94
metal,steel,3.889,7.621,0.7672,3,3,0.3323,30.92
metal,aluminum,111.864,19.974,0.7978,4,6,0.266,115.21
e_waste,batteries,7.779,4.446,0.7528,7,0,0.5351,55.42
metal,tin,10.921,2.14,0.6949,10,6,0.4139,24.38
glass,clear_glass,1.255,3.178,0.6425,12,0,0.3137,8.13
paper,cardboard,1.028,2.461,0.4912,1,5,0.4428,7.54
organic,food_waste,11.646,23.018,0.613,11,6,0.1382,3.7
metal,steel,3.194,7.597,0.7537,5,2,0.4206,36.38
paper,office_paper,18.326,7.261,0.7533,10,2,0.8267,17.76
metal,aluminum,5.322,12.575,0.882,1,4,0.5405,111.01
paper,newspaper,319.781,1.313,0.9484,8,5,0.707,12.23
metal,steel,2.543,2.892,0.7599,12,0,0.6372,31.37
e_waste,cables,7.149,1.046,0.5563,1,1,0.3654,32.49
textile,clothes,1.728,3.494,0.4751,10,5,0.4818,13.86
textile,industrial_textile,17.435,0.417,0.6233,2,5,0.6584,8.47
metal,tin,8.573,27.14,0.7551,12,1,0.4611,24.57
metal,aluminum,1.595,7.613,0.7046,9,6,0.4244,115.06
organic,food_waste,3.453,12.555,0.4775,11,6,0.3808,3.19
paper,cardboard,26.212,45.262,0.7812,11,6,0.7775,14.58
organic,garden_waste,22.693,2.537,0.7529,4,1,0.3652,5.72
paper,office_paper,0.926,2.481,0.9292,5,4,0.7004,16.53
plastic,mixed_plastic,2.889,5.438,0.772,9,1,0.7606,8.98
plastic,PET,44.956,6.541,0.4554,3,1,0.6822,29.92
organic,food_waste,4.135,3.627,0.7643,4,0,0.6622,4.81
plastic,mixed_plastic,6.297,2.839,0.9272,2,3,0.2802,9.3
plastic,HDPE,17.328,0.527,0.9218,11,4,0.8766,28.03
paper,office_paper,1.022,6.516,0.6187,3,1,0.2363,13.82
plastic,mixed_plastic,1.636,18.819,0.8583,5,1,0.261,9.18
paper,cardboard,3.427,1.485,0.8146,6,1,0.5288,12.55
e_waste,phones,21.446,13.825,0.6804,5,1,0.3315,98.66
plastic,mixed_plastic,17.18,8.829,0.7694,10,5,0.5097,10.3
organic,garden_waste,11.986,0.186,0.8376,11,1,0.4782,8.69
organic,food_waste,4.276,8.373,0.7196,7,1,0.0987,3.37
paper,cardboard,19.599,33.113,0.7424,11,2,0.1767,11.31
plastic,PP,4.207,15.725,0.5947,2,1,0.2256,11.3
metal,steel,10.11,1.912,0.9414,12,6,0.7876,40.26
plastic,PET,15.096,7.575,0.7485,2,1,0.9556,23.69
paper,newspaper,38.713,4.258,0.6355,1,3,0.8403,9.65
rubber,tyres,4.723,0.32,0.53,1,3,0.7072,18.32
rubber,tyres,3.27,5.37,0.9434,3,1,0.2172,22.44
e_waste,mixed_ewaste,23.905,11.952,0.7398,11,3,0.6411,82.28
paper,cardboard,26.212,14.289,0.5174,4,1,0.3194,7.5
glass,clear_glass,2.633,3.136,0.5274,10,3,0.6586,9.35
e_waste,computers,1.342,1.779,0.5764,6,0,0.5997,101.93
paper,mixed_paper,21.82,1.751,0.668,2,3,0.5078,6.85
metal,steel,0.705,24.958,0.6805,6,2,0.6324,29.45
plastic,HDPE,0.663,11.01,0.7352,3,2,0.4345,19.89
plastic,HDPE,3.662,19.397,0.7606,4,0,0.4374,14.83
metal,brass,5.068,2.047,0.699,7,6,0.6982,369.16
plastic,mixed_plastic,1.256,4.54,0.9084,10,0,0.553,11.78
plastic,PP,5.849,0.678,0.8988,8,1,0.6578,17.41
organic,garden_waste,6.17,0.327,0.5012,3,0,0.5659,6.33
rubber,tyres,2.518,12.6,0.8864,9,6,0.5555,19.86
metal,tin,51.427,0.11,0.5193,9,2,0.3296,25.52
organic,food_waste,7.506,1.705,0.6035,3,3,0.7492,4.18
rubber,tyres,17.36,0.952,0.8802,11,5,0.6313,29.37
plastic,PP,0.781,4.37,0.7602,11,0,0.3221,13.85
paper,office_paper,0.773,8.408,0.8131,8,0,0.4687,15.23
paper,office_paper,7.784,25.5,0.4194,4,1,0.5258,8.98
plastic,HDPE,41.506,1.634,0.7042,5,4,0.3688,20.46
e_waste,phones,1.334,6.665,0.7748,6,6,0.5153,135.99
paper,office_paper,5.323,2.372,0.8778,3,4,0.6012,17
paper,cardboard,1.018,11.014,0.7899,4,6,0.385,11.89
plastic,PET,1.892,1.601,0.6686,2,6,0.5303,22.63
plastic,PVC,5.65,0.103,0.5968,2,1,0.2143,5.88
textile,clothes,2.482,1.848,0.7489,9,1,0.516,14.75
plastic,HDPE,0.936,3.133,0.694,2,1,0.3046,16.27
plastic,PET,0.911,0.767,0.7914,6,5,0.3861,27.04
plastic,PET,0.466,2.654,0.4697,6,4,0.3894,18.34
paper,newspaper,7.94,19.996,0.7181,1,6,0.571,7.41
metal,tin,9.181,3.612,0.815,10,3,0.4028,30.06
paper,office_paper,9.125,6.256,0.8498,12,6,0.6852,17.41
plastic,HDPE,1.505,3.477,0.5821,8,6,0.4987,20.96
plastic,PP,14.986,0.446,0.6781,9,5,0.6585,20.14
organic,food_waste,10.466,4.716,0.834,3,5,0.3876,5.05
metal,aluminum,4.521,3.548,0.642,11,0,0.3286,107.44
metal,steel,3.713,34.171,0.9786,10,5,0.5865,32.67
glass,colored_glass,2.057,10.771,0.6557,6,6,0.1192,4.79
e_waste,cables,5.644,1.231,0.658,9,2,0.7472,87.05
plastic,PET,31.209,0.813,0.8383,12,5,0.7197,35.98
paper,newspaper,17.557,2.07,0.8581,8,2,0.4728,8.01
metal,aluminum,3.295,7.783,0.7829,3,1,0.5252,150.09
paper,cardboard,8.554,0.922,0.8411,4,5,0.3635,13.31
organic,food_waste,1.195,3.719,0.7705,3,1,0.7286,5.01
paper,newspaper,10.763,3.136,0.6532,4,3,0.3604,8.16
e_waste,computers,1.654,3.621,0.8743,11,6,0.5142,114
organic,food_waste,10.261,1.981,0.5608,3,1,0.6623,5.15
metal,steel,158.046,1.637,0.9333,11,1,0.2833,39.89
textile,industrial_textile,2.261,4.288,0.3362,4,6,0.1404,7.07
metal,steel,149.51,0.1,0.75,6,5,0.3427,35.81
organic,food_waste,8.075,9.83,0.8286,7,3,0.6816,4.48
paper,cardboard,1.823,1.994,0.7847,2,2,0.3444,13.15
paper,newspaper,1.725,3.302,0.9318,3,6,0.7006,11.51
metal,aluminum,76.55,7.206,0.9355,4,5,0.3133,137.08
plastic,PET,8.098,1.496,0.8813,1,6,0.5501,23.45
paper,cardboard,2.272,7.519,0.8972,10,0,0.5668,12.57
textile,clothes,3.511,1.34,0.879,7,3,0.3039,17.54
metal,aluminum,7.515,25.932,0.9413,11,5,0.2672,152.02
plastic,HDPE,4.435,6.795,0.5693,11,0,0.3433,16.63
paper,newspaper,6.787,9.773,0.7977,5,3,0.1297,5.89
plastic,mixed_plastic,37.65,9.012,0.6553,10,0,0.4173,10.21
plastic,PET,1.158,6.129,0.567,1,6,0.5506,18.66
textile,clothes,9.714,13.195,0.5812,6,4,0.4433,12.53
paper,mixed_paper,4.106,0.1,0.9117,8,1,0.5348,8.64
paper,cardboard,2.462,7.929,0.6769,6,3,0.7716,9.44
metal,steel,16.226,16.725,0.9379,9,0,0.185,30.35
plastic,PVC,0.776,17.696,0.7805,11,5,0.6289,7.95
plastic,PP,0.262,8.056,0.7348,6,1,0.3538,11.52
e_waste,batteries,5.868,3.189,0.9183,4,4,0.3096,54.52
metal,aluminum,3.797,4.076,0.925,7,0,0.4719,154.08
rubber,tyres,0.884,3.496,0.5599,11,1,0.6963,20.63
metal,steel,0.575,12.696,0.7635,12,6,0.5519,33.5
paper,newspaper,45.457,0.98,0.6849,10,2,0.2033,9.03
e_waste,cables,7.812,12.116,0.6136,3,0,0.5063,57.82
textile,clothes,4.589,2.98,0.706,3,4,0.479,19.03
e_waste,cables,62.445,6.321,0.4755,7,1,0.5966,84.75
rubber,tyres,15.279,2.957,0.3743,5,4,0.6881,18.93
organic,food_waste,37.455,10.39,0.6133,8,5,0.4167,4.78
organic,garden_waste,1.088,17.389,0.7479,12,4,0.5969,5.52
plastic,PET,1.04,5.847,0.8132,7,1,0.42,27.6
e_waste,computers,9.398,13.772,0.5622,5,1,0.4096,128.71
paper,mixed_paper,7.37,3.187,0.7013,11,1,0.3005,6.31
metal,copper,20.077,4.541,0.8248,6,4,0.5752,684.27
glass,colored_glass,0.633,4.891,0.7394,8,4,0.3123,5.5
rubber,tyres,10.426,4.207,0.7049,2,3,0.1574,20.44
rubber,tyres,14.689,9.732,0.4505,7,2,0.689,20
plastic,PP,13.783,10.037,0.5273,6,0,0.185,10.17
e_waste,computers,2.751,6.853,0.6397,2,5,0.4359,98.8
e_waste,cables,8.351,19.311,0.466,3,4,0.4424,84.37
paper,newspaper,1.767,13.79,0.4154,9,4,0.4097,5.66
plastic,PP,3.153,0.842,0.8641,3,0,0.6868,20.12
plastic,PP,1.282,11.979,0.9655,2,2,0.4711,16.62
e_waste,phones,1.803,4.564,0.6935,1,2,0.4302,121.95
paper,cardboard,3.356,15.836,0.5995,1,4,0.3638,7.79
rubber,tyres,2.486,0.1,0.7316,6,5,0.3496,24.03
paper,office_paper,1.803,1.869,0.5935,6,6,0.5857,14.94
rubber,tyres,0.942,8.398,0.6398,8,3,0.6374,18.79
paper,cardboard,47.149,6.506,0.7875,7,2,0.3718,14.55
organic,garden_waste,2.458,9.435,0.7775,7,2,0.4232,6.32
plastic,PET,6.659,5.454,0.3915,12,5,0.3699,22.7
metal,aluminum,0.543,15.301,0.3414,3,2,0.4869,85.03
organic,garden_waste,22.855,0.7,0.797,9,2,0.6526,8.72
textile,clothes,5.477,19.493,0.5242,1,5,0.4477,12.26
organic,garden_waste,2.631,21.155,0.734,11,3,0.5967,5.51
plastic,HDPE,2.659,4.562,0.6625,5,3,0.6723,21.3
paper,cardboard,12.721,2.417,0.5419,5,5,0.4122,12.12
plastic,HDPE,0.13,32.181,0.7547,2,2,0.2926,10.8
plastic,HDPE,1.667,6.825,0.8686,7,0,0.5729,23.62
glass,mixed_glass,3.885,17.235,0.9598,5,5,0.3655,5.19
e_waste,computers,3.832,1.027,0.7903,12,3,0.8465,154.73
e_waste,phones,90.593,0.638,0.5908,3,2,0.4726,123.07
organic,garden_waste,2.989,0.998,0.9039,6,0,0.8096,9.13
e_waste,batteries,14.706,26.116,0.8373,11,6,0.7218,73.78
organic,food_waste,39.409,17.645,0.7931,10,5,0.2692,4.46
plastic,mixed_plastic,10.022,16.028,0.7126,10,1,0.3879,6.99
plastic,mixed_plastic,1.997,9.042,0.9276,7,4,0.4992,11.48
metal,aluminum,0.959,3.583,0.5906,11,3,0.4979,120.45
organic,food_waste,10.963,8.113,0.6132,3,2,0.6939,3.99
plastic,PET,32.267,5.559,0.8071,10,2,0.2074,24.04
metal,tin,8.629,15.87,0.8347,7,0,0.6811,27.35
glass,clear_glass,19.691,2.211,0.7733,5,6,0.4801,10.36
plastic,HDPE,100.518,3.585,0.8823,3,6,0.7913,27.62
paper,cardboard,12.242,2.695,0.6102,7,6,0.83,15.71
textile,clothes,1.196,3.039,0.4945,1,2,0.2265,13.7
glass,colored_glass,4.765,0.1,0.8741,9,6,0.4462,8.81
plastic,PP,23.202,2.704,0.5791,3,1,0.4982,13.51
organic,garden_waste,3.325,4.541,0.4654,5,5,0.5621,5.72
paper,newspaper,27.299,15.436,0.9513,3,0,0.434,10.29
organic,garden_waste,4.136,7.675,0.63,6,2,0.4074,5.63
plastic,PVC,6.694,3.671,0.8124,5,4,0.4475,9.83
metal,aluminum,2.942,14.029,0.5347,3,6,0.3187,108.35
paper,office_paper,5.427,5.814,0.9401,11,1,0.7885,18.23
plastic,PET,5.783,6.423,0.883,10,3,0.4253,26.03
textile,clothes,0.65,10.748,0.4848,5,5,0.4437,13.21
plastic,PET,2.638,5.481,0.8741,1,3,0.3324,20.86
plastic,HDPE,1.02,6.022,0.597,11,4,0.9663,22.86
paper,mixed_paper,2.75,4.142,0.6486,9,2,0.4303,7.07
e_waste,computers,1.726,4.419,0.7563,7,0,0.49,135.7
organic,garden_waste,15.092,3.205,0.7537,8,1,0.3848,6.2
rubber,mixed_rubber,15.303,3.73,0.6718,1,3,0.3298,12.86
plastic,HDPE,8.779,3.385,0.9232,6,0,0.6497,27.08
paper,cardboard,0.979,7.582,0.3933,3,1,0.8156,9.45
plastic,HDPE,3.984,7.091,0.8211,8,6,0.6287,22.33
metal,aluminum,0.89,3.047,0.9068,12,0,0.5596,139.04
rubber,tyres,3.756,11.059,0.9513,7,1,0.3803,20.59
e_waste,cables,9.746,10.98,0.7635,8,4,0.2836,82.45
metal,tin,14.739,4.132,0.6581,9,3,0.6392,28.16
paper,newspaper,7.904,3.975,0.8805,12,1,0.3335,9.43
textile,clothes,20.291,6.602,0.6768,1,0,0.4361,13.35
paper,newspaper,6.121,18.785,0.7953,4,6,0.2186,7.94
plastic,PET,3.386,7.745,0.5392,4,3,0.6177,20.91
paper,cardboard,12.787,0.146,0.904,9,4,0.4246,14.21
plastic,PP,13.3,3.929,0.6744,6,0,0.3296,14.6
plastic,PET,2.389,15.732,0.5629,10,1,0.6899,21.8
plastic,PET,7.062,6.689,0.7832,6,0,0.5975,25.17
paper,newspaper,3.148,3.992,0.8208,12,6,0.6426,10.25
metal,steel,0.402,0.258,0.7788,10,5,0.5462,38.22
paper,cardboard,7.6,0.1,0.7312,1,3,0.3543,11.98
paper,cardboard,0.948,8.301,0.8218,12,4,0.3204,10.76
rubber,tyres,6.645,5.602,0.4256,12,1,0.6393,17.53
e_waste,cables,0.71,3.684,0.8527,1,6,0.5471,83.18
metal,copper,1.89,5.587,0.6312,5,3,0.1587,484.98
plastic,mixed_plastic,2.664,2.48,0.7255,12,3,0.5752,11.77
textile,clothes,18.955,3.677,0.474,11,6,0.279,15.92
plastic,PET,2.363,11.193,0.8311,6,0,0.5378,25.54
paper,newspaper,1.234,19.276,0.6719,7,2,0.2764,4.1
textile,clothes,6.939,6.475,0.6312,1,0,0.5156,12.99
metal,aluminum,3.454,33.692,0.7228,7,2,0.8675,155.05
e_waste,cables,11.573,18.869,0.7566,8,1,0.2931,83.37
metal,steel,1.331,0.1,0.7746,5,3,0.4713,35.51
glass,colored_glass,5.772,1.334,0.3834,4,4,0.8339,7.47
plastic,HDPE,86.789,4.714,0.5383,10,1,0.5021,18.88
plastic,PET,3.363,7.635,0.8743,6,0,0.6249,26.88
paper,newspaper,5.607,9.713,0.9466,4,1,0.6779,8.41
plastic,PET,0.611,6.224,0.8989,5,5,0.7437,28.61
organic,food_waste,1.61,5.182,0.6152,6,4,0.3961,3.61
plastic,mixed_plastic,7.781,1.235,0.8356,4,6,0.7427,10.63
metal,steel,3.017,0.505,0.678,7,6,0.6886,33.36
organic,food_waste,9.368,2.574,0.8965,11,1,0.2923,5.04
organic,food_waste,7.463,7.658,0.5976,9,5,0.4634,3.79
paper,cardboard,0.922,1.121,0.5517,3,0,0.7831,14.07
paper,office_paper,15.156,2.93,0.7656,6,0,0.4927,14.66
rubber,mixed_rubber,1.009,19.212,0.8271,7,5,0.4865,9.06
glass,clear_glass,1.79,4.968,0.9446,9,2,0.3649,11.83
organic,garden_waste,5.903,1.976,0.856,10,6,0.318,6.78
textile,clothes,29.383,3.093,0.668,6,0,0.7898,16.7
organic,food_waste,1.344,12.401,0.643,4,3,0.7271,3.75
plastic,PET,5.351,13.252,0.8453,8,2,0.6112,30.59
metal,steel,5.404,4.177,0.8019,2,6,0.542,31.8
plastic,HDPE,9.863,3.169,0.7612,9,4,0.525,21.37
glass,clear_glass,18.557,10.392,0.6688,11,5,0.7088,11.58
rubber,tyres,2.76,6.552,0.6249,9,2,0.3395,15.39
metal,steel,15.093,13.281,0.7842,6,6,0.6963,34.76
paper,mixed_paper,22.118,8.611,0.7913,10,5,0.7134,7.25
plastic,PET,38.12,3.857,0.8722,7,5,0.7232,33.51
rubber,tyres,8.185,21.762,0.6542,7,3,0.8675,26.56
plastic,HDPE,5.414,1.436,0.7393,11,6,0.5582,21.48
plastic,PP,2.536,1.396,0.8825,3,4,0.643,19.24
plastic,mixed_plastic,0.778,7.352,0.9839,10,0,0.4949,10.6
plastic,PET,3.211,1.282,0.7085,9,6,0.595,25.04
paper,newspaper,5.128,11.611,0.844,7,0,0.3153,7.69
metal,aluminum,3.93,18.364,0.5799,1,4,0.5451,101.72
paper,newspaper,9.182,3.187,0.6912,10,1,0.6155,11.26
plastic,PP,0.783,3.525,0.7589,3,6,0.4195,17.59
plastic,mixed_plastic,3.603,1.647,0.5622,11,5,0.462,11.62
paper,office_paper,49.093,1.522,0.5832,10,5,0.4042,13.98
plastic,PP,14.801,6.839,0.8247,5,4,0.4725,14.34
glass,clear_glass,9.388,0.377,0.4919,6,3,0.678,9.44
plastic,PP,7.162,25.561,0.6284,1,6,0.6284,13.47
paper,cardboard,2.891,4.18,0.8078,6,2,0.335,11.44
paper,newspaper,0.546,10.509,0.7476,1,3,0.4466,6.39
paper,office_paper,7.757,3.292,0.8784,12,2,0.1884,15.49
plastic,HDPE,0.237,14.742,0.4886,8,0,0.8595,18.86
plastic,PP,3.032,25.417,0.703,3,6,0.4682,13.66
organic,garden_waste,4.462,9.117,0.8365,10,3,0.6784,6.91
plastic,PET,2.621,2.227,0.5336,1,0,0.5081,18.87
metal,aluminum,60.683,18.435,0.774,7,5,0.5701,149.64
paper,office_paper,40.013,6.204,0.4465,2,6,0.6245,15.66
paper,newspaper,15.477,2.902,0.4743,1,4,0.6884,7.47
paper,office_paper,1.476,11.121,0.6269,3,2,0.5151,12.93
organic,garden_waste,44.957,1.848,0.9626,4,6,0.9243,8.76
organic,garden_waste,9.419,0.141,0.6845,9,5,0.4471,7.55
plastic,PET,1.447,7.302,0.5809,11,1,0.1655,19.86
paper,newspaper,4.661,25.286,0.8348,10,2,0.5743,8.86
plastic,HDPE,14.158,4.2,0.5331,9,6,0.9119,21.84
paper,office_paper,2.184,7.314,0.5055,7,6,0.3957,13.74
glass,clear_glass,5.305,6.063,0.7224,5,4,0.2811,9.22
plastic,PET,6.552,0.635,0.5196,4,0,0.4105,21.69
paper,office_paper,1.196,4.122,0.5002,12,1,0.3488,11.31
textile,industrial_textile,3.241,5.462,0.7024,7,2,0.622,7.87
plastic,PET,1.309,13.35,0.6527,7,3,0.2744,20.32
paper,cardboard,12.71,7.32,0.9512,1,6,0.7139,11.43
e_waste,cables,1.507,7.448,0.8669,6,5,0.6057,107.69
plastic,mixed_plastic,6.361,11.024,0.766,9,1,0.4171,9.36
plastic,HDPE,0.845,8.334,0.5756,6,0,0.4824,18.74
plastic,HDPE,1.15,0.858,0.5699,8,1,0.8013,21.93
textile,clothes,1.085,5.722,0.7057,10,1,0.7598,16.42
plastic,PP,3.166,1.323,0.9447,1,6,0.3855,16.63
plastic,PP,5.565,1.161,0.3888,11,0,0.6374,17.07
plastic,PET,6.943,7.746,0.4673,10,5,0.6972,24.57
plastic,HDPE,0.534,0.348,0.7958,6,4,0.7679,21.69
metal,aluminum,3.661,1.966,0.2948,10,0,0.5464,111.93
plastic,PET,1.821,5.779,0.5647,1,4,0.5612,17.28
metal,brass,8.508,1.801,0.6599,4,4,0.8184,374.39
metal,aluminum,3.251,17.026,0.4163,2,0,0.5173,94.29
organic,food_waste,4.067,2.827,0.5737,8,1,0.4393,4.47
plastic,PET,1.833,6.969,0.9428,11,2,0.3113,26.44
organic,garden_waste,35.502,14.056,0.7293,8,1,0.7156,7.18
metal,steel,0.961,4.133,0.4326,9,4,0.3981,23.71
plastic,PET,2.774,17.613,0.9212,2,4,0.7137,24.39
e_waste,cables,5.099,3.26,0.8731,12,1,0.7731,120.64
organic,garden_waste,3.315,0.889,0.5446,3,0,0.5631,7.26
plastic,PET,1.792,2.454,0.4066,7,4,0.2732,22.62
textile,industrial_textile,0.51,2.366,0.6781,9,3,0.5379,8.2
paper,cardboard,1.955,0.887,0.7522,11,1,0.7966,14
metal,tin,1.417,11.601,0.5879,12,1,0.5709,22.89
rubber,tyres,33.618,3.947,0.7498,8,0,0.5205,23.59
paper,mixed_paper,67.873,5.825,0.6379,7,5,0.7019,7.87
organic,food_waste,4.217,7.625,0.7719,6,5,0.2107,4.35
paper,cardboard,0.831,7.969,0.6887,7,3,0.3737,13.63
organic,garden_waste,10.866,16.59,0.8179,9,2,0.5656,6.82
metal,steel,1.381,16.605,0.6969,8,1,0.5157,31.22
plastic,PP,2.319,18.333,0.6281,8,2,0.535,11.99
paper,office_paper,2.107,3.566,0.7851,6,6,0.2532,12.72
paper,office_paper,2.458,8.264,0.9121,3,0,0.4711,17.92
plastic,PP,2.928,18.154,0.9544,1,5,0.7245,15.74
plastic,PVC,0.927,14.996,0.6775,6,2,0.2419,6.56
paper,cardboard,1.93,21.704,0.7314,5,1,0.4633,11.63
plastic,PET,15.24,23.276,0.9708,8,5,0.2371,31.45
plastic,HDPE,4.305,10.421,0.7567,11,6,0.3487,20.28
e_waste,cables,5.209,23.272,0.7731,9,6,0.5163,99.06
e_waste,batteries,0.308,5.47,0.4716,10,1,0.7048,40.09
e_waste,batteries,13.976,0.467,0.5319,7,4,0.364,54.87
paper,office_paper,1.969,1.477,0.375,12,2,0.802,12.04
textile,clothes,17.266,4.863,0.8839,12,1,0.3663,18.64
metal,aluminum,5.393,0.277,0.4892,2,2,0.6098,123.17
plastic,PET,2.283,1.744,0.4413,8,0,0.4213,20.16
plastic,PET,0.598,3.745,0.8243,7,1,0.1749,21.63
glass,mixed_glass,60.935,11.434,0.6448,12,4,0.5879,4.98
plastic,PP,11.751,4.041,0.6019,8,4,0.7812,14.61
metal,steel,12.625,5.305,0.7213,1,1,0.5958,20.86
rubber,tyres,39.749,21.086,0.6738,3,3,0.5443,21.51
plastic,PP,5.864,14.518,0.5664,2,5,0.8134,13.97
plastic,PP,22.712,7.622,0.5091,3,6,0.6807,15.03
rubber,mixed_rubber,2.524,17.4,0.7882,2,3,0.5416,10.81
metal,tin,10.86,10.664,0.79,10,1,0.5219,28.24
plastic,mixed_plastic,2.104,0.308,0.9061,6,4,0.184,12.44
textile,clothes,2.448,21.916,0.6671,9,1,0.5811,13.52
textile,clothes,5.035,2.573,0.736,12,0,0.327,13.93
metal,tin,0.979,6.597,0.8208,8,2,0.5203,28.94
metal,aluminum,6.655,12.084,0.9151,6,2,0.3382,115.66
plastic,HDPE,3.082,3.647,0.7412,4,1,0.3964,19.68
plastic,PET,0.413,5.052,0.7972,10,0,0.3406,29.19
metal,steel,2.588,0.443,0.6795,7,6,0.4213,33.61
