waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,county,collection_point,quality_grade,price_per_kg
metal,steel,40.12,1.27,0.9684,7,3,0.6678,Nairobi,household,excellent,37.33
plastic,mixed_plastic,72.11,5.86,0.7962,6,4,0.7294,Mombasa,industrial,good,11.91
metal,brass,2.19,10.55,0.7458,7,0,0.6163,Nakuru,industrial,good,264.56
metal,steel,38.84,17.81,0.627,1,2,0.3261,Kisumu,household,fair,16.99
paper,cardboard,0.8,1.1,0.5252,10,1,0.5989,Nairobi,household,fair,9.9
e_waste,computers,23.77,6.2,0.4866,6,3,0.4589,Nairobi,commercial,poor,74.74
metal,aluminum,8.51,0.36,0.658,5,1,0.7908,Mombasa,dump_site,fair,83.65
plastic,mixed_plastic,42.4,5.39,0.6683,12,5,0.6733,Nairobi,dump_site,fair,10.79
plastic,PP,6.64,6.02,0.7474,8,3,0.4171,Nakuru,commercial,good,14.93
metal,steel,15.35,3.32,0.8503,7,6,0.3805,Nairobi,industrial,excellent,36.59
textile,industrial_textile,18.9,4.0,0.8441,10,2,0.7612,Nairobi,dump_site,good,7.42
paper,office_paper,7.01,1.68,0.8454,3,0,0.4695,Nairobi,industrial,good,18.95
glass,colored_glass,3.33,9.3,0.467,7,3,0.2685,Nairobi,household,poor,4.57
e_waste,computers,1.21,3.02,0.7573,3,2,0.3628,Nairobi,industrial,good,102.52
paper,mixed_paper,62.37,4.39,0.7618,3,1,0.4938,Mombasa,commercial,good,8.21
plastic,PET,27.32,8.0,0.8898,10,3,0.3517,Mombasa,household,excellent,31.21
organic,garden_waste,40.29,5.63,0.4406,10,1,0.3305,Kisumu,household,poor,4.24
textile,industrial_textile,32.09,6.75,0.7157,3,1,0.3776,Kisumu,household,good,5.93
plastic,mixed_plastic,15.0,0.63,0.6406,11,6,0.6129,Kisumu,commercial,fair,9.07
plastic,HDPE,15.5,7.81,0.9078,10,5,0.6466,Mombasa,dump_site,excellent,17.79
textile,clothes,15.3,9.23,0.7726,3,1,0.4523,Mombasa,household,good,11.48
rubber,mixed_rubber,82.39,20.23,0.6856,2,3,0.6627,Nairobi,industrial,fair,11.98
plastic,PVC,6.29,15.75,0.7487,8,6,0.4529,Mombasa,industrial,good,10.29
paper,cardboard,42.14,3.27,0.5546,1,6,0.5992,Nairobi,commercial,fair,12.48
rubber,tyres,26.4,0.3,0.8122,7,4,0.4601,Nairobi,household,good,21.55
e_waste,phones,4.54,6.47,0.8345,3,2,0.5898,Kisumu,industrial,good,112.68
metal,copper,4.05,4.95,0.7935,7,0,0.4158,Nairobi,industrial,good,600.99
metal,brass,30.33,0.81,0.4684,2,6,0.5387,Nakuru,commercial,poor,195.5
metal,tin,13.03,11.51,0.862,7,1,0.077,Nakuru,commercial,excellent,20.94
rubber,mixed_rubber,75.04,2.38,0.9726,3,1,0.4795,Nairobi,household,excellent,14.31
plastic,PET,6.27,7.61,0.3506,1,4,0.491,Nairobi,industrial,poor,28.22
plastic,PET,18.81,1.8,0.6751,11,3,0.2653,Eldoret,household,fair,18.9
plastic,PP,12.59,11.09,0.5259,11,4,0.6094,Mombasa,commercial,fair,11.74
organic,food_waste,16.2,2.89,0.7233,2,5,0.4833,Mombasa,household,good,5.21
organic,garden_waste,64.66,0.3,0.9293,5,1,0.7255,Nairobi,dump_site,excellent,7.36
e_waste,mixed_ewaste,6.4,0.94,0.8758,2,4,0.6081,Kisumu,dump_site,excellent,52.4
e_waste,computers,55.4,7.28,0.6968,10,0,0.4017,Nairobi,household,fair,71.62
paper,office_paper,61.07,5.05,0.5037,11,2,0.6096,Kisumu,commercial,fair,10.9
plastic,PET,32.33,0.74,0.786,4,2,0.3312,Nakuru,commercial,good,25.28
metal,brass,1.8,12.15,0.565,10,1,0.5747,Nakuru,commercial,fair,206.72
plastic,PVC,6.31,5.25,0.7808,8,6,0.5071,Nakuru,commercial,good,8.73
metal,aluminum,30.87,0.33,0.6583,12,1,0.3946,Mombasa,household,fair,95.82
e_waste,mixed_ewaste,9.94,0.73,0.8561,8,1,0.5257,Nairobi,dump_site,excellent,56.89
metal,copper,5.77,3.91,0.5401,11,6,0.3406,Mombasa,industrial,fair,378.72
plastic,HDPE,15.3,3.76,0.7515,9,3,0.8755,Nairobi,household,good,28.15
paper,cardboard,5.85,5.79,0.4726,5,1,0.4395,Nairobi,commercial,poor,13.22
e_waste,mixed_ewaste,45.27,3.54,0.7835,12,5,0.7338,Mombasa,dump_site,good,51.75
plastic,PP,18.99,0.34,0.5465,12,3,0.4324,Kisumu,industrial,fair,12.78
glass,mixed_glass,10.75,5.5,0.8821,10,3,0.4922,Mombasa,household,excellent,4.07
plastic,PP,27.24,1.53,0.9034,2,6,0.4242,Nairobi,industrial,excellent,24.02
rubber,mixed_rubber,29.47,18.03,0.7592,4,6,0.4484,Kisumu,dump_site,good,7.44
paper,cardboard,33.01,6.16,0.6807,2,3,0.3081,Nairobi,commercial,fair,14.19
plastic,HDPE,38.41,1.55,0.6859,4,3,0.6225,Nairobi,dump_site,fair,20.74
e_waste,phones,4.73,1.73,0.8742,1,4,0.6221,Mombasa,dump_site,excellent,110.62
paper,cardboard,2.08,7.72,0.7081,7,0,0.5395,Nairobi,household,good,17.98
plastic,HDPE,1.16,2.21,0.7577,2,6,0.5536,Mombasa,household,good,24.68
metal,steel,25.82,22.28,0.8615,3,0,0.855,Kisumu,household,excellent,22.78
plastic,PP,12.61,11.76,0.7023,11,0,0.3739,Mombasa,commercial,good,13.76
glass,mixed_glass,5.93,0.74,0.6522,9,0,0.2615,Nairobi,commercial,fair,4.67
plastic,PVC,2.34,2.74,0.5602,2,0,0.385,Nairobi,commercial,fair,8.8
metal,aluminum,2.87,4.33,0.8858,2,6,0.8336,Mombasa,commercial,excellent,126.2
metal,aluminum,11.14,8.43,0.9152,2,0,0.5084,Nairobi,household,excellent,119.56
plastic,HDPE,1.61,2.01,0.4494,10,3,0.6107,Nairobi,household,poor,18.01
e_waste,phones,11.48,10.13,0.2722,9,5,0.338,Nairobi,household,poor,70.85
organic,food_waste,4.68,7.53,0.8811,6,4,0.5755,Mombasa,dump_site,excellent,4.9
plastic,HDPE,11.06,1.25,0.7768,2,0,0.5075,Kisumu,dump_site,good,22.65
rubber,tyres,8.97,5.1,0.7258,9,5,0.4954,Nairobi,industrial,good,22.86
metal,tin,51.51,6.27,0.8837,2,1,0.5453,Nairobi,industrial,excellent,31.77
paper,cardboard,10.62,1.0,0.8507,7,4,0.6366,Nairobi,commercial,excellent,19.5
e_waste,computers,43.97,5.19,0.8092,1,3,0.5813,Kisumu,dump_site,good,84.72
plastic,HDPE,18.72,1.0,0.5389,5,1,0.4108,Mombasa,commercial,fair,22.86
paper,office_paper,5.88,3.43,0.9492,7,0,0.4209,Kisumu,dump_site,excellent,14.12
plastic,PET,79.61,0.69,0.4406,9,3,0.6714,Nairobi,household,poor,26.56
metal,brass,8.22,8.95,0.8409,11,5,0.5928,Nairobi,dump_site,good,254.9
metal,brass,3.57,9.9,0.3141,6,0,0.6432,Nairobi,household,poor,201.47
metal,steel,12.43,14.7,0.692,5,3,0.5417,Mombasa,industrial,fair,22.94
plastic,PVC,4.83,0.53,0.8059,6,4,0.371,Mombasa,industrial,good,10.1
glass,colored_glass,7.46,14.54,0.525,11,4,0.4676,Eldoret,dump_site,fair,2.43
e_waste,phones,48.0,3.41,0.797,9,5,0.4487,Nairobi,industrial,good,148.52
metal,copper,46.71,2.37,0.8999,4,4,0.5165,Mombasa,industrial,excellent,569.36
paper,newspaper,27.57,3.19,0.8949,5,6,0.7482,Nairobi,household,excellent,10.38
plastic,PVC,2.4,13.68,0.858,8,6,0.7565,Nairobi,commercial,excellent,9.86
organic,garden_waste,144.18,1.2,0.8102,9,5,0.2574,Kisumu,household,good,7.43
metal,aluminum,17.03,4.25,0.812,10,0,0.369,Nairobi,commercial,good,112.52
plastic,PP,18.94,0.28,0.7131,4,6,0.4211,Nairobi,dump_site,good,17.1
metal,steel,9.76,2.51,0.8989,12,4,0.624,Mombasa,dump_site,excellent,21.71
plastic,PP,5.81,4.57,0.7029,8,3,0.7765,Nairobi,commercial,good,20.42
glass,colored_glass,19.22,8.86,0.5528,4,1,0.5248,Nairobi,commercial,fair,5.18
textile,industrial_textile,43.44,5.47,0.5883,4,1,0.3749,Mombasa,commercial,fair,6.69
plastic,mixed_plastic,16.99,13.27,0.7478,12,5,0.53,Nairobi,industrial,good,11.04
glass,mixed_glass,5.33,1.14,0.6872,3,6,0.6203,Kisumu,commercial,fair,3.59
metal,aluminum,12.58,9.7,0.8449,6,0,0.2304,Nakuru,dump_site,good,70.88
metal,steel,89.94,11.97,0.7176,7,3,0.6127,Mombasa,household,good,29.7
organic,garden_waste,28.11,12.12,0.7543,2,5,0.4714,Nairobi,industrial,good,7.24
plastic,mixed_plastic,10.39,8.4,0.7127,10,4,0.5289,Eldoret,industrial,good,10.76
organic,food_waste,20.18,2.2,0.7534,9,0,0.5973,Mombasa,household,good,4.71
glass,colored_glass,45.24,2.32,0.9434,6,4,0.6604,Nakuru,household,excellent,5.45
plastic,PP,5.89,1.65,0.8147,9,2,0.6601,Nairobi,household,good,19.3
textile,industrial_textile,44.75,2.78,0.7053,11,4,0.7406,Kisumu,household,good,6.65
metal,brass,16.85,3.0,0.8306,2,1,0.5137,Nairobi,commercial,good,384.58
plastic,mixed_plastic,17.92,9.23,0.257,11,0,0.6913,Mombasa,commercial,poor,7.4
plastic,HDPE,29.46,1.93,0.6926,5,2,0.6512,Nairobi,household,fair,23.06
paper,mixed_paper,9.38,1.49,0.9235,12,4,0.5797,Nairobi,dump_site,excellent,9.47
plastic,HDPE,6.4,0.34,0.8692,10,1,0.361,Kisumu,commercial,excellent,24.06
plastic,mixed_plastic,56.28,3.88,0.7654,3,0,0.4554,Nakuru,commercial,good,11.7
organic,food_waste,10.67,10.42,0.7403,4,1,0.6545,Nairobi,industrial,good,6.09
plastic,HDPE,14.16,19.73,0.7145,7,5,0.4525,Nakuru,dump_site,good,15.21
rubber,tyres,3.98,5.08,0.698,4,4,0.5709,Nairobi,commercial,fair,20.18
metal,brass,18.12,5.13,0.4335,8,0,0.2383,Nairobi,commercial,poor,263.43
e_waste,cables,44.32,10.86,0.8378,9,1,0.4254,Mombasa,household,good,82.41
organic,food_waste,25.4,3.78,0.9139,8,5,0.355,Nakuru,dump_site,excellent,4.71
paper,office_paper,31.17,2.32,0.6601,11,3,0.2543,Kisumu,commercial,fair,10.64
organic,food_waste,2.43,1.48,0.6723,3,5,0.3032,Nairobi,industrial,fair,5.77
metal,aluminum,9.27,13.35,0.539,12,0,0.7036,Nairobi,industrial,fair,91.01
metal,tin,35.22,4.22,0.8226,7,2,0.7503,Nairobi,household,good,24.76
plastic,PET,29.41,9.26,0.845,1,0,0.5726,Nakuru,industrial,good,31.99
metal,copper,1.3,7.98,0.6064,8,2,0.3492,Nairobi,household,fair,456.8
e_waste,computers,34.88,2.44,0.8955,1,0,0.4572,Nairobi,commercial,excellent,118.41
metal,steel,16.83,0.3,0.8693,10,6,0.2104,Eldoret,household,excellent,21.34
plastic,PP,31.24,3.93,0.9369,5,4,0.28,Mombasa,household,excellent,16.42
plastic,mixed_plastic,9.51,6.71,0.6269,1,1,0.4799,Nairobi,commercial,fair,11.39
e_waste,phones,101.75,4.7,0.5816,6,4,0.5629,Kisumu,commercial,fair,89.96
textile,industrial_textile,1.28,12.88,0.8452,6,4,0.4288,Nairobi,industrial,good,9.2
plastic,mixed_plastic,107.85,2.47,0.5894,12,2,0.4434,Nairobi,household,fair,8.84
metal,brass,20.84,11.78,0.8354,4,1,0.3128,Nairobi,dump_site,good,225.36
metal,aluminum,14.97,0.62,0.7769,2,6,0.5967,Nakuru,commercial,good,102.5
metal,copper,53.91,3.36,0.6124,12,3,0.6467,Nakuru,household,fair,388.87
paper,mixed_paper,6.85,3.15,0.8913,3,6,0.6284,Nairobi,commercial,excellent,11.19
plastic,mixed_plastic,17.36,11.53,0.9574,10,0,0.3918,Eldoret,household,excellent,8.57
metal,aluminum,28.15,8.11,0.7118,10,6,0.7654,Eldoret,household,good,73.79
paper,office_paper,50.28,9.08,0.5159,8,6,0.5754,Nairobi,commercial,fair,15.55
glass,clear_glass,4.42,14.28,0.8138,10,6,0.5813,Nakuru,dump_site,good,5.83
paper,mixed_paper,3.95,3.99,0.6701,11,5,0.6132,Kisumu,industrial,fair,6.78
plastic,PP,15.32,2.42,0.6625,8,4,0.3671,Mombasa,dump_site,fair,12.48
metal,brass,3.26,7.84,0.9691,2,6,0.6388,Nairobi,industrial,excellent,448.59
paper,office_paper,32.59,1.59,0.7335,3,5,0.4658,Nakuru,dump_site,good,11.92
organic,food_waste,90.84,23.59,0.9029,3,0,0.3706,Nairobi,household,excellent,6.57
paper,mixed_paper,14.71,3.23,0.5062,7,1,0.4709,Nairobi,commercial,fair,8.02
textile,clothes,9.91,1.12,0.8184,1,6,0.4291,Eldoret,commercial,good,13.51
paper,newspaper,41.67,8.84,0.5983,10,4,0.5262,Nairobi,household,fair,6.79
organic,garden_waste,19.37,2.25,0.7788,11,1,0.3846,Mombasa,commercial,good,6.62
metal,tin,83.48,4.85,0.7119,6,5,0.4369,Mombasa,industrial,good,22.68
e_waste,cables,3.87,7.0,0.9313,1,6,0.0386,Nairobi,industrial,excellent,91.99
plastic,PET,0.55,1.72,0.7072,10,3,0.5693,Nairobi,commercial,good,36.07
plastic,PP,29.27,0.22,0.6464,1,0,0.4896,Kisumu,household,fair,11.83
paper,mixed_paper,29.67,23.28,0.8666,10,2,0.3741,Nairobi,commercial,excellent,6.9
plastic,HDPE,0.63,2.59,0.7697,3,4,0.6979,Kisumu,industrial,good,25.6
rubber,mixed_rubber,7.75,23.99,0.5607,12,2,0.582,Mombasa,household,fair,8.44
e_waste,batteries,1.36,1.11,0.9219,3,6,0.46,Mombasa,dump_site,excellent,43.67
e_waste,mixed_ewaste,18.89,11.06,0.514,7,1,0.6483,Nairobi,household,fair,50.17
paper,office_paper,107.08,6.33,0.6581,11,3,0.6121,Nairobi,industrial,fair,17.13
e_waste,mixed_ewaste,41.12,3.59,0.7328,2,4,0.4643,Nairobi,dump_site,good,65.45
plastic,HDPE,26.51,10.83,0.7634,6,2,0.7133,Kisumu,household,good,21.13
paper,office_paper,26.8,20.83,0.6944,9,6,0.7543,Nairobi,household,fair,12.83
paper,newspaper,48.35,1.99,0.7582,6,2,0.7812,Kisumu,commercial,good,10.42
organic,garden_waste,15.65,1.61,0.6828,1,3,0.7233,Kisumu,commercial,fair,7.44
paper,office_paper,25.38,14.51,0.8746,1,4,0.7254,Eldoret,household,excellent,13.12
paper,newspaper,2.36,8.45,0.8337,1,5,0.5205,Kisumu,dump_site,good,7.48
plastic,PET,6.2,8.35,0.72,5,5,0.5466,Nairobi,household,good,29.5
paper,office_paper,26.75,6.56,0.7617,12,4,0.6284,Kisumu,household,good,13.63
plastic,PVC,10.63,3.54,0.5912,6,4,0.5387,Eldoret,dump_site,fair,5.75
organic,food_waste,10.12,1.94,0.8391,5,4,0.8996,Kisumu,industrial,good,6.79
plastic,PET,13.55,5.36,0.7599,2,3,0.5582,Mombasa,household,good,32.96
organic,food_waste,3.01,14.96,0.8513,12,6,0.4291,Nairobi,dump_site,excellent,5.12
metal,tin,63.34,14.01,0.6062,4,6,0.6354,Nairobi,household,fair,16.79
e_waste,phones,3.3,0.31,0.6532,3,2,0.6433,Nairobi,dump_site,fair,91.41
metal,brass,17.68,8.59,0.7336,11,0,0.3338,Nairobi,commercial,good,275.12
rubber,mixed_rubber,3.07,0.29,0.9092,2,4,0.4289,Nairobi,dump_site,excellent,12.93
organic,garden_waste,40.78,3.86,0.6563,5,3,0.7667,Nairobi,industrial,fair,8.09
metal,steel,17.81,0.91,0.9847,10,4,0.5596,Eldoret,dump_site,excellent,22.46
plastic,HDPE,4.15,4.33,0.7206,5,6,0.7074,Nairobi,household,good,22.56
metal,copper,8.16,0.27,0.8923,6,0,0.5566,Mombasa,household,excellent,576.15
e_waste,mixed_ewaste,34.44,11.45,0.8086,2,6,0.5082,Mombasa,household,good,63.51
plastic,HDPE,7.76,3.83,0.7594,8,4,0.5149,Nairobi,commercial,good,28.25
plastic,PP,67.55,7.58,0.5506,6,1,0.6176,Kisumu,household,fair,12.17
plastic,PP,41.25,9.62,0.8555,7,2,0.7331,Nakuru,household,excellent,17.32
metal,tin,3.61,1.43,0.8335,10,3,0.4885,Nairobi,industrial,good,21.53
plastic,PVC,13.9,8.96,0.7658,11,5,0.3137,Nairobi,commercial,good,8.38
rubber,mixed_rubber,86.57,7.48,0.9435,8,0,0.294,Kisumu,industrial,excellent,12.98
organic,food_waste,1.76,5.31,0.5374,2,4,0.5592,Eldoret,commercial,fair,4.34
plastic,PP,23.91,0.86,0.6342,12,5,0.4931,Mombasa,commercial,fair,14.88
plastic,PP,21.03,1.2,0.9751,6,3,0.7409,Nairobi,industrial,excellent,25.43
paper,mixed_paper,22.1,0.67,0.4173,4,1,0.3093,Mombasa,dump_site,poor,5.42
glass,colored_glass,0.99,10.86,0.785,12,0,0.4075,Mombasa,commercial,good,5.58
plastic,HDPE,3.34,1.58,0.8879,4,3,0.5492,Nairobi,industrial,excellent,30.45
plastic,mixed_plastic,5.16,8.81,0.9269,6,3,0.3786,Kisumu,industrial,excellent,12.07
metal,copper,28.86,5.81,0.8496,12,5,0.6317,Kisumu,commercial,good,435.45
e_waste,batteries,71.95,10.42,0.9075,7,3,0.595,Nairobi,dump_site,excellent,56.71
e_waste,phones,48.29,5.11,0.9205,1,5,0.2521,Nairobi,industrial,excellent,154.98
metal,brass,8.46,12.51,0.8295,4,5,0.3357,Nairobi,commercial,good,287.33
e_waste,cables,6.45,1.14,0.5987,12,3,0.5218,Nakuru,dump_site,fair,44.72
textile,clothes,6.72,1.55,0.504,8,6,0.5266,Nakuru,household,fair,8.91
paper,mixed_paper,34.25,9.4,0.8601,2,2,0.692,Eldoret,household,excellent,6.84
plastic,HDPE,30.78,4.52,0.9032,4,1,0.5552,Nairobi,household,excellent,28.8
plastic,mixed_plastic,8.22,7.51,0.5392,11,6,0.7206,Nakuru,commercial,fair,8.39
paper,mixed_paper,70.47,1.93,0.6214,12,0,0.4704,Eldoret,commercial,fair,6.38
plastic,PP,14.11,4.46,0.6739,2,1,0.7513,Nairobi,household,fair,18.68
plastic,PP,10.64,1.68,0.5006,5,3,0.2691,Nairobi,industrial,fair,14.04
metal,copper,3.52,6.96,0.5908,1,0,0.3452,Nairobi,household,fair,384.71
plastic,PET,13.83,12.77,0.8239,2,2,0.5786,Eldoret,household,good,27.28
metal,aluminum,60.92,11.45,0.7027,8,3,0.4048,Nairobi,industrial,good,120.21
textile,industrial_textile,1.93,9.78,0.9215,12,1,0.5093,Nakuru,commercial,excellent,6.71
metal,steel,25.6,1.91,0.8226,3,2,0.647,Mombasa,commercial,good,28.0
plastic,HDPE,9.77,4.63,0.3963,4,0,0.4094,Kisumu,household,poor,13.89
paper,mixed_paper,16.25,6.11,0.797,6,0,0.5577,Nairobi,industrial,good,9.3
plastic,HDPE,17.51,12.96,0.7567,1,0,0.339,Eldoret,commercial,good,23.85
paper,cardboard,14.5,1.41,0.7221,8,6,0.6246,Nairobi,household,good,16.82
metal,aluminum,28.52,4.88,0.6856,11,1,0.6777,Nairobi,commercial,fair,113.61
plastic,PP,20.28,7.61,0.76,12,6,0.6024,Nairobi,dump_site,good,15.03
metal,brass,1.7,12.88,0.778,5,6,0.7364,Nairobi,commercial,good,314.02
paper,newspaper,46.55,0.27,0.7747,12,0,0.4071,Kisumu,household,good,7.85
metal,tin,74.94,9.21,0.6343,2,3,0.7631,Nairobi,industrial,fair,26.16
plastic,PVC,0.86,5.72,0.7436,11,3,0.4098,Eldoret,household,good,5.79
metal,brass,42.44,18.76,0.8592,6,4,0.635,Kisumu,dump_site,excellent,222.07
plastic,PP,9.11,5.91,0.7534,7,3,0.5947,Nairobi,household,good,14.37
metal,brass,2.42,3.95,0.8645,7,5,0.6547,Mombasa,household,excellent,318.55
plastic,HDPE,26.2,2.14,0.8451,11,5,0.1807,Eldoret,dump_site,good,17.4
metal,aluminum,23.67,6.86,0.8046,2,3,0.3021,Eldoret,industrial,good,109.93
organic,garden_waste,8.54,4.45,0.9559,11,3,0.4224,Nairobi,dump_site,excellent,6.67
e_waste,computers,32.14,8.35,0.8053,9,2,0.4219,Kisumu,commercial,good,83.78
metal,tin,4.66,14.97,0.6704,6,1,0.4805,Nairobi,household,fair,16.67
metal,aluminum,89.82,11.59,0.9031,12,4,0.3338,Mombasa,industrial,excellent,108.74
rubber,mixed_rubber,4.81,7.33,0.8805,3,5,0.6605,Nairobi,household,excellent,12.66
paper,mixed_paper,45.24,26.33,0.4515,10,6,0.7255,Mombasa,industrial,poor,5.36
plastic,PET,23.42,0.95,0.5418,3,2,0.1631,Nairobi,household,fair,31.41
metal,tin,1.11,2.45,0.9605,3,0,0.7204,Nakuru,commercial,excellent,21.43
e_waste,batteries,13.31,1.59,0.4703,6,5,0.5099,Nairobi,commercial,poor,45.17
metal,tin,33.6,0.66,0.7741,5,5,0.4585,Nairobi,commercial,good,21.98
metal,tin,34.79,5.77,0.8618,6,5,0.7022,Kisumu,household,excellent,18.8
rubber,mixed_rubber,26.04,17.01,0.503,11,2,0.666,Nairobi,household,fair,7.38
paper,office_paper,133.77,3.26,0.9541,9,3,0.171,Nairobi,household,excellent,20.29
plastic,PET,18.54,5.31,0.9306,9,5,0.883,Nairobi,household,excellent,39.67
plastic,HDPE,7.75,9.21,0.6198,4,1,0.5331,Nairobi,commercial,fair,22.77
paper,mixed_paper,11.83,0.27,0.7542,4,5,0.7375,Eldoret,industrial,good,8.97
paper,mixed_paper,13.56,11.5,0.6866,6,1,0.6477,Nairobi,commercial,fair,7.92
organic,food_waste,21.0,6.77,0.5565,7,4,0.7343,Mombasa,household,fair,4.96
metal,aluminum,32.38,5.06,0.3628,10,6,0.3687,Nairobi,industrial,poor,91.8
plastic,HDPE,21.79,1.69,0.6841,12,4,0.4043,Mombasa,commercial,fair,23.7
plastic,PP,16.44,1.17,0.825,1,0,0.333,Eldoret,industrial,good,16.05
plastic,HDPE,16.5,6.98,0.6899,8,3,0.3769,Mombasa,dump_site,fair,18.72
e_waste,cables,10.09,7.91,0.7015,11,5,0.7435,Nairobi,household,good,69.65
textile,clothes,15.14,1.44,0.8344,4,3,0.2212,Nairobi,commercial,good,13.95
plastic,PP,10.33,4.02,0.6943,2,0,0.3701,Nairobi,commercial,fair,18.79
plastic,PET,11.99,0.53,0.6628,2,2,0.176,Eldoret,commercial,fair,25.48
plastic,PET,8.68,5.4,0.81,2,4,0.5544,Nairobi,dump_site,good,35.31
plastic,mixed_plastic,0.52,8.69,0.8167,2,1,0.6998,Nairobi,household,good,12.0
plastic,mixed_plastic,7.47,12.79,0.7362,10,5,0.5546,Mombasa,commercial,good,10.42
plastic,PVC,27.16,4.32,0.7993,3,5,0.4978,Nakuru,industrial,good,8.78
e_waste,phones,8.33,4.76,0.361,4,5,0.8298,Nairobi,commercial,poor,81.3
paper,mixed_paper,24.21,0.79,0.8134,8,1,0.4105,Nairobi,commercial,good,10.0
plastic,PVC,28.88,0.6,0.7972,4,5,0.4995,Nairobi,commercial,good,11.21
plastic,PP,58.42,10.97,0.7692,11,6,0.2148,Nairobi,household,good,12.27
metal,aluminum,2.18,8.83,0.9435,7,1,0.4737,Nakuru,dump_site,excellent,84.37
paper,mixed_paper,18.85,7.04,0.8505,11,2,0.7217,Nakuru,commercial,excellent,8.43
metal,steel,93.72,2.61,0.8808,6,4,0.8084,Kisumu,dump_site,excellent,29.4
e_waste,mixed_ewaste,13.93,3.06,0.968,12,4,0.558,Nairobi,household,excellent,64.18
e_waste,phones,85.77,1.25,0.808,6,5,0.499,Nakuru,household,good,81.1
metal,steel,24.14,9.26,0.4659,1,1,0.5937,Nairobi,industrial,poor,26.01
textile,industrial_textile,4.38,4.63,0.4212,12,3,0.7246,Nakuru,household,poor,5.11
metal,steel,2.59,9.57,0.8666,6,1,0.3162,Mombasa,commercial,excellent,25.94
plastic,PET,7.69,3.44,0.8514,9,1,0.4004,Mombasa,household,excellent,31.3
metal,copper,2.38,9.46,0.6962,8,2,0.3119,Nairobi,dump_site,fair,349.32
rubber,tyres,25.56,0.53,0.8706,10,5,0.4926,Nakuru,dump_site,excellent,17.2
paper,mixed_paper,47.51,2.63,0.9047,6,3,0.1609,Kisumu,commercial,excellent,8.84
textile,clothes,9.02,16.88,0.6568,11,5,0.6625,Kisumu,industrial,fair,10.93
plastic,mixed_plastic,9.3,13.41,0.4315,10,5,0.186,Nairobi,commercial,poor,7.96
metal,brass,15.87,1.94,0.7293,5,0,0.551,Nairobi,household,good,267.69
paper,office_paper,41.49,1.05,0.4201,11,3,0.5053,Nairobi,commercial,poor,13.38
plastic,PP,0.73,1.81,0.8881,6,6,0.699,Nairobi,industrial,excellent,20.94
paper,newspaper,30.47,9.29,0.8143,10,3,0.6672,Nairobi,industrial,good,10.29
glass,clear_glass,1.6,5.32,0.5388,5,0,0.5991,Nairobi,household,fair,6.33
paper,cardboard,9.29,1.24,0.7632,7,3,0.3619,Eldoret,household,good,12.13
metal,brass,11.02,3.9,0.7859,12,5,0.3532,Nakuru,household,good,245.03
plastic,mixed_plastic,57.0,9.94,0.8327,9,0,0.4597,Nairobi,commercial,good,13.0
paper,cardboard,10.33,15.61,0.7885,7,4,0.3997,Kisumu,commercial,good,13.1
plastic,HDPE,24.35,14.18,0.7001,12,1,0.562,Mombasa,industrial,good,25.27
e_waste,cables,8.22,5.29,0.5821,2,5,0.3931,Nairobi,commercial,fair,71.0
metal,brass,33.26,4.51,0.4144,6,0,0.7284,Nairobi,household,poor,245.4
e_waste,cables,5.71,2.22,0.7902,1,5,0.3787,Eldoret,household,good,56.48
organic,food_waste,41.95,20.83,0.8684,2,2,0.6406,Mombasa,household,excellent,5.14
textile,industrial_textile,57.54,1.87,0.7929,2,5,0.4459,Nakuru,household,good,7.66
rubber,tyres,11.82,11.68,0.5915,8,2,0.6614,Nairobi,industrial,fair,20.4
plastic,PVC,51.08,3.8,0.7745,1,0,0.2932,Kisumu,household,good,8.31
plastic,PP,8.05,6.43,0.8451,6,6,0.7263,Eldoret,commercial,good,15.97
e_waste,computers,25.53,1.79,0.278,1,4,0.71,Mombasa,commercial,poor,59.31
textile,clothes,107.79,0.76,0.8796,5,2,0.3962,Mombasa,dump_site,excellent,12.42
metal,brass,4.12,3.35,0.4368,6,4,0.6315,Nairobi,industrial,poor,256.95
organic,food_waste,9.12,1.03,0.601,2,4,0.8227,Mombasa,industrial,fair,6.34
paper,office_paper,15.92,0.94,0.3776,2,4,0.5661,Eldoret,dump_site,poor,9.68
plastic,mixed_plastic,20.12,0.83,0.6217,4,2,0.4398,Nairobi,dump_site,fair,8.76
plastic,PET,17.56,1.05,0.4947,4,4,0.6893,Nairobi,commercial,poor,28.99
plastic,PP,2.5,0.87,0.8891,2,6,0.6286,Nakuru,dump_site,excellent,13.02
e_waste,mixed_ewaste,5.83,14.29,0.7695,2,2,0.7794,Nairobi,dump_site,good,56.56
plastic,PVC,1.33,17.69,0.8578,5,3,0.3944,Kisumu,household,excellent,5.35
plastic,PVC,34.19,3.77,0.7241,6,5,0.5859,Nairobi,household,good,10.3
paper,cardboard,5.31,5.64,0.6861,7,5,0.5737,Nairobi,commercial,fair,14.92
glass,clear_glass,7.81,12.68,0.6745,7,1,0.5704,Nairobi,industrial,fair,8.65
e_waste,cables,8.47,0.21,0.8987,6,5,0.5501,Mombasa,dump_site,excellent,71.6
e_waste,cables,17.35,9.09,0.8556,5,1,0.6719,Nairobi,commercial,excellent,80.08
