waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
rubber,mixed_rubber,23.3,0.84,0.5338,3,5,0.6721,10.69
paper,mixed_paper,85.5,1.0,0.7477,12,0,0.2846,10.4
paper,mixed_paper,14.42,15.61,0.8527,9,6,0.3528,6.45
metal,brass,5.5,4.81,0.9034,4,3,0.0267,242.51
organic,food_waste,98.65,3.36,0.7103,8,3,0.1681,6.91
metal,aluminum,18.91,2.33,0.7291,5,6,0.5614,110.32
plastic,PET,20.35,1.21,0.7059,11,1,0.6766,36.5
metal,steel,51.95,1.07,0.7131,7,3,0.6506,34.7
e_waste,phones,3.49,7.64,0.5938,4,0,0.6017,83.52
metal,tin,8.61,2.86,0.8891,9,3,0.5091,29.88
organic,garden_waste,115.74,0.86,0.9103,10,1,0.282,6.72
paper,mixed_paper,52.78,13.48,0.634,5,1,0.5632,6.88
metal,aluminum,16.26,5.41,0.6737,10,4,0.7726,98.54
metal,copper,2.94,1.42,0.5788,3,0,0.6791,491.19
metal,aluminum,17.84,2.4,0.703,3,6,0.4793,116.34
paper,newspaper,9.85,6.27,0.7148,10,1,0.681,8.26
e_waste,phones,2.97,0.49,0.8809,8,0,0.5369,127.29
plastic,PET,25.6,7.17,0.7129,1,3,0.4696,32.47
e_waste,mixed_ewaste,13.02,0.86,0.6601,9,2,0.3573,65.86
metal,aluminum,9.69,10.81,0.794,4,4,0.5843,105.55
e_waste,phones,2.32,10.65,0.5414,4,4,0.6104,102.24
textile,clothes,17.99,13.05,0.8209,6,4,0.6943,10.63
e_waste,phones,2.73,14.18,0.8093,6,4,0.7082,113.56
glass,clear_glass,60.34,1.88,0.8866,11,5,0.5639,11.52
e_waste,cables,7.25,21.35,0.7608,6,4,0.4561,57.75
metal,aluminum,13.82,4.5,0.3036,4,0,0.7553,62.05
metal,tin,6.39,10.88,0.9011,10,3,0.5287,22.68
metal,steel,27.96,26.68,0.3609,7,4,0.5819,16.23
paper,cardboard,43.45,10.53,0.9454,1,1,0.147,16.44
glass,mixed_glass,36.31,0.54,0.6558,8,6,0.4059,6.5
paper,office_paper,23.08,2.1,0.8963,7,3,0.5281,26.1
e_waste,mixed_ewaste,13.84,13.34,0.8732,7,2,0.5185,86.11
metal,steel,22.36,1.05,0.8944,3,2,0.401,29.76
glass,mixed_glass,28.78,3.47,0.9191,6,4,0.5243,3.26
metal,tin,12.32,2.67,0.8795,8,4,0.5687,24.84
plastic,PET,15.44,2.09,0.7404,9,1,0.0756,36.31
glass,clear_glass,15.27,12.93,0.5929,9,1,0.485,5.11
rubber,tyres,26.25,12.15,0.3087,12,0,0.34,13.67
paper,newspaper,26.85,16.7,0.7127,7,3,0.6594,11.22
metal,aluminum,14.65,0.33,0.9207,6,6,0.5853,156.3
paper,newspaper,35.3,0.61,0.6681,7,6,0.5658,12.81
metal,aluminum,13.43,5.26,0.8317,4,3,0.1421,100.71
organic,food_waste,86.43,4.66,0.6938,4,3,0.6507,6.45
glass,clear_glass,19.1,11.96,0.8575,9,3,0.2562,9.78
metal,steel,42.7,15.27,0.796,4,1,0.5879,31.72
metal,brass,3.99,3.94,0.6432,9,2,0.5469,297.57
metal,tin,12.91,21.03,0.6021,9,6,0.4262,17.69
rubber,tyres,25.75,1.51,0.3731,12,4,0.8594,26.4
plastic,mixed_plastic,48.78,4.76,0.7483,2,1,0.5534,14.65
e_waste,phones,5.69,5.16,0.8611,5,0,0.7149,127.25
paper,office_paper,8.92,14.71,0.3512,10,5,0.3594,9.88
paper,cardboard,26.88,12.95,0.8544,6,6,0.6009,13.41
metal,steel,39.21,6.66,0.7623,8,0,0.2185,36.71
textile,clothes,10.72,21.98,0.6939,9,2,0.1532,13.87
plastic,PET,13.9,3.7,0.7663,11,5,0.5415,34.69
paper,newspaper,21.09,3.23,0.749,3,1,0.4936,6.56
glass,clear_glass,10.2,0.25,0.9005,4,1,0.4491,8.36
paper,mixed_paper,33.45,3.21,0.8974,6,2,0.3439,12.45
textile,clothes,21.65,27.51,0.583,7,2,0.2422,9.13
metal,steel,86.29,6.19,0.8405,11,3,0.8051,23.9
paper,cardboard,71.41,7.13,0.4511,1,6,0.3311,13.63
plastic,PP,14.3,1.41,0.9275,3,6,0.7439,15.58
plastic,mixed_plastic,12.71,1.51,0.4336,11,4,0.8842,6.7
metal,steel,45.21,9.87,0.8261,8,0,0.5813,30.16
metal,steel,25.48,3.04,0.7985,9,1,0.5844,25.83
plastic,PET,16.79,4.86,0.792,3,1,0.7472,35.05
plastic,HDPE,31.33,4.14,0.5977,8,0,0.7693,33.81
plastic,PP,12.41,15.09,0.5251,5,2,0.7681,12.67
paper,newspaper,34.92,5.23,0.4386,9,0,0.7134,13.57
paper,office_paper,35.11,4.6,0.4392,2,4,0.8288,17.78
plastic,PP,59.12,17.86,0.6707,4,1,0.4375,11.62
plastic,PP,10.85,15.88,0.5344,8,5,0.272,17.54
plastic,PET,50.93,1.21,0.8968,8,3,0.3555,40.95
paper,newspaper,26.38,10.87,0.6839,11,6,0.7563,9.76
plastic,HDPE,22.51,17.56,0.5795,10,3,0.4194,25.51
metal,aluminum,12.55,7.53,0.5424,1,1,0.6817,90.16
plastic,PP,14.63,9.53,0.6414,2,6,0.0791,17.96
plastic,mixed_plastic,19.69,0.45,0.6919,5,2,0.7711,12.95
plastic,PET,17.88,4.98,0.6612,12,5,0.4677,26.31
paper,cardboard,52.29,0.42,0.7672,6,5,0.7586,14.54
paper,cardboard,34.84,1.03,0.8229,11,6,0.4128,16.73
glass,clear_glass,23.16,16.93,0.5582,1,4,0.2522,8.12
paper,office_paper,20.77,1.41,0.6832,12,3,0.4082,21.97
paper,mixed_paper,33.3,3.16,0.4375,1,2,0.3901,8.36
plastic,HDPE,20.89,8.28,0.6963,10,3,0.3786,17.13
e_waste,phones,3.24,0.2,0.6127,11,5,0.3599,87.55
paper,cardboard,60.53,6.83,0.7213,4,3,0.7809,13.06
plastic,PP,16.2,3.34,0.8205,4,0,0.6089,15.94
paper,office_paper,17.33,9.58,0.7923,7,2,0.4665,14.94
plastic,HDPE,29.76,4.56,0.9701,9,6,0.2125,35.07
paper,cardboard,54.24,4.9,0.7628,2,1,0.4157,13.98
glass,mixed_glass,27.83,9.08,0.7936,3,3,0.2215,3.8
organic,food_waste,53.84,4.02,0.8041,10,5,0.1738,4.61
organic,garden_waste,35.0,11.69,0.6509,10,2,0.8489,7.86
paper,cardboard,32.84,2.08,0.8974,2,4,0.4968,14.23
paper,cardboard,76.29,1.67,0.443,11,5,0.426,10.07
e_waste,phones,2.9,8.15,0.8009,11,2,0.6595,132.71
plastic,HDPE,14.25,3.63,0.5681,11,6,0.5808,24.8
e_waste,cables,9.57,0.53,0.3689,3,3,0.2231,74.93
plastic,mixed_plastic,25.08,0.2,0.4624,9,2,0.6836,12.89
metal,steel,45.23,0.58,0.8842,2,1,0.2225,33.37
metal,aluminum,13.28,2.8,0.4582,3,1,0.1982,67.88
e_waste,mixed_ewaste,13.17,10.1,0.6643,1,3,0.3008,80.28
metal,aluminum,21.96,17.78,0.6857,6,1,0.5434,139.12
plastic,PET,14.65,3.73,0.542,9,2,0.4643,34.78
plastic,HDPE,23.31,0.77,0.7381,3,4,0.1722,23.93
metal,steel,34.97,5.5,0.8882,3,6,0.7174,26.99
plastic,HDPE,34.36,0.2,0.9379,4,4,0.3919,25.16
glass,mixed_glass,16.09,2.13,0.5389,3,3,0.5425,4.34
metal,copper,4.55,17.7,0.7091,10,4,0.6736,466.71
e_waste,cables,5.39,3.32,0.7328,3,2,0.5672,64.87
e_waste,mixed_ewaste,13.34,2.92,0.5574,4,1,0.3743,59.12
plastic,HDPE,18.4,1.92,0.3562,4,5,0.8344,24.25
metal,steel,41.08,5.14,0.5914,3,0,0.2573,18.74
paper,newspaper,20.11,5.97,0.8355,12,6,0.19,10.38
metal,steel,52.75,22.13,0.4048,3,3,0.3915,27.49
plastic,HDPE,36.58,2.82,0.8482,6,5,0.6049,29.38
textile,industrial_textile,53.08,0.54,0.8296,7,0,0.6513,9.38
rubber,mixed_rubber,21.38,4.32,0.6744,4,3,0.7436,9.2
e_waste,phones,2.17,11.18,0.8177,6,2,0.606,127.44
plastic,HDPE,52.63,9.4,0.7717,3,2,0.5546,26.2
glass,clear_glass,25.96,1.0,0.559,6,3,0.4799,9.37
glass,clear_glass,18.83,15.51,0.7422,1,4,0.3447,9.43
plastic,PP,13.75,5.97,0.6419,6,6,0.5499,19.31
paper,office_paper,11.71,12.51,0.802,5,5,0.0898,14.93
metal,copper,4.23,2.88,0.5201,5,1,0.5555,418.64
plastic,PET,26.14,9.71,0.6001,2,6,0.3933,26.72
paper,cardboard,33.37,11.85,0.6713,12,3,0.2109,17.1
metal,steel,66.82,12.29,0.7053,1,3,0.5879,34.29
metal,steel,39.81,4.43,0.6309,2,0,0.2973,23.92
e_waste,cables,4.97,6.32,0.423,2,4,0.6947,72.42
rubber,mixed_rubber,29.77,2.09,0.6099,12,6,0.6313,15.83
paper,cardboard,27.66,20.11,0.6741,4,2,0.3026,9.69
e_waste,cables,5.37,1.3,0.7825,6,6,0.8083,94.45
rubber,mixed_rubber,17.31,0.2,0.9244,10,0,0.4096,14.04
metal,steel,42.32,4.68,0.8752,1,6,0.229,33.47
plastic,PVC,15.54,11.88,0.8245,1,1,0.7378,6.74
plastic,PP,6.86,1.42,0.9257,3,3,0.6938,18.35
metal,brass,5.19,0.2,0.5216,9,0,0.6605,223.14
e_waste,computers,10.82,4.73,0.4962,12,6,0.6333,95.2
plastic,PVC,8.82,13.79,0.8438,8,3,0.6312,11.13
plastic,mixed_plastic,43.7,0.45,0.7299,11,6,0.6658,13.21
metal,steel,39.27,21.09,0.3082,11,2,0.4148,21.64
metal,tin,9.39,6.02,0.7753,4,0,0.7238,13.69
organic,garden_waste,26.94,2.89,0.4547,3,4,0.7275,6.1
metal,aluminum,11.13,18.49,0.6647,2,1,0.3568,98.5
plastic,PET,14.17,43.36,0.7149,10,4,0.7176,24.15
plastic,PET,12.39,17.99,0.4309,9,0,0.4909,23.38
plastic,mixed_plastic,20.87,6.63,0.4958,11,1,0.6939,9.09
paper,newspaper,29.74,3.39,0.6542,7,4,0.1617,7.28
plastic,mixed_plastic,41.36,28.5,0.805,12,4,0.6856,12.2
metal,brass,3.16,4.76,0.7001,11,1,0.2772,272.05
plastic,PET,31.22,2.94,0.3455,10,1,0.4872,26.72
e_waste,mixed_ewaste,22.0,5.86,0.6621,10,6,0.4415,53.07
paper,office_paper,17.46,10.23,0.5765,2,0,0.5379,18.37
paper,mixed_paper,32.77,2.06,0.8963,9,1,0.6634,9.76
paper,mixed_paper,22.73,26.41,0.699,12,6,0.4932,9.83
e_waste,computers,19.19,20.49,0.9668,4,3,0.5577,92.6
metal,aluminum,11.32,7.98,0.6211,10,0,0.445,84.96
plastic,HDPE,21.87,13.15,0.7995,5,6,0.7269,31.33
paper,cardboard,16.2,8.09,0.7932,3,2,0.2247,11.24
plastic,HDPE,40.78,20.69,0.7554,9,5,0.5837,29.13
e_waste,mixed_ewaste,9.3,1.26,0.8842,2,4,0.4891,61.92
plastic,mixed_plastic,13.15,4.51,0.803,6,2,0.2869,16.84
e_waste,computers,6.18,8.45,0.8056,12,2,0.3222,129.56
e_waste,mixed_ewaste,15.68,1.65,0.7177,2,3,0.5634,42.17
paper,cardboard,44.77,0.2,0.63,2,2,0.3162,14.71
organic,garden_waste,41.38,2.93,0.693,12,1,0.5314,12.62
paper,newspaper,26.26,6.97,0.8515,10,5,0.504,7.44
e_waste,mixed_ewaste,13.53,11.88,0.6591,6,4,0.1612,58.21
plastic,HDPE,40.02,4.94,0.6029,5,4,0.9056,26.22
plastic,mixed_plastic,46.13,4.64,0.7926,12,5,0.5708,12.9
paper,cardboard,28.81,0.2,0.7672,9,3,0.3623,18.45
metal,steel,78.85,3.69,0.6827,11,6,0.5061,33.59
plastic,PP,15.9,2.33,0.7812,2,6,0.274,14.07
organic,garden_waste,46.32,2.24,0.746,7,6,0.1686,7.96
paper,office_paper,13.79,8.34,0.7911,9,0,0.3852,21.81
metal,steel,106.1,4.38,0.4941,1,0,0.3929,22.6
plastic,HDPE,14.48,4.27,0.6613,7,3,0.4038,29.26
metal,tin,9.73,9.31,0.8013,1,4,0.708,19.2
metal,aluminum,17.12,6.09,0.6922,11,1,0.1882,102.62
textile,clothes,16.18,5.49,0.7625,9,0,0.5432,16.49
plastic,PVC,7.26,5.71,0.3556,3,0,0.8627,6.2
plastic,HDPE,15.28,5.01,0.7874,7,3,0.2605,32.46
paper,newspaper,22.64,8.35,0.8546,2,6,0.5659,8.52
metal,copper,2.07,1.27,0.7703,10,3,0.3439,510.54
plastic,PET,47.46,9.0,0.8925,3,5,0.4544,37.68
glass,clear_glass,24.15,4.43,0.5987,8,0,0.153,9.64
paper,office_paper,21.75,3.01,0.4805,1,1,0.6477,16.54
rubber,tyres,12.97,6.64,0.5773,2,4,0.5987,17.4
paper,office_paper,20.71,1.91,0.9203,12,2,0.5412,15.79
plastic,mixed_plastic,64.89,0.25,0.8825,5,0,0.4236,15.72
e_waste,computers,9.13,1.0,0.936,2,1,0.5036,66.1
organic,garden_waste,57.63,12.59,0.6301,9,5,0.7175,5.65
glass,colored_glass,15.65,5.09,0.6237,3,4,0.8024,6.35
rubber,tyres,15.59,7.39,0.7926,8,5,0.444,20.5
e_waste,phones,3.25,34.01,0.9406,10,2,0.2053,133.76
organic,food_waste,75.7,22.16,0.6823,9,6,0.2428,4.52
metal,steel,41.71,3.58,0.9212,3,6,0.3021,23.35
glass,mixed_glass,43.2,6.08,0.6469,3,2,0.6746,3.8
plastic,PVC,10.02,1.6,0.7167,3,1,0.8435,7.23
paper,cardboard,39.88,6.33,0.8079,8,6,0.6156,20.39
paper,mixed_paper,39.57,11.2,0.5811,9,2,0.6316,5.08
rubber,tyres,13.0,0.95,0.8327,7,3,0.7152,26.13
rubber,tyres,10.69,4.03,0.8411,5,6,0.5142,26.88
plastic,PET,24.2,2.63,0.6569,1,1,0.4119,35.76
glass,mixed_glass,36.65,4.3,0.8336,11,6,0.7433,5.16
e_waste,computers,6.51,4.25,0.7039,8,1,0.2779,79.16
plastic,HDPE,27.86,11.62,0.9071,8,2,0.6396,30.9
metal,steel,24.93,10.57,0.7839,2,2,0.9031,38.53
metal,aluminum,8.79,8.62,0.7565,4,3,0.3603,120.16
e_waste,phones,1.75,0.2,0.4699,4,1,0.5855,76.98
plastic,mixed_plastic,26.95,1.13,0.4974,8,6,0.5241,8.12
rubber,tyres,17.83,9.63,0.7664,10,4,0.6415,23.17
plastic,mixed_plastic,36.5,6.25,0.7925,11,4,0.6194,12.47
rubber,tyres,12.82,0.2,0.6403,7,5,0.6558,24.54
plastic,PP,43.09,9.81,0.8601,5,4,0.517,15.55
e_waste,phones,2.92,18.17,0.9372,5,4,0.5674,90.37
metal,brass,5.82,8.25,0.7019,9,4,0.7144,247.28
paper,cardboard,100.56,24.79,0.6402,4,5,0.9224,12.68
e_waste,phones,2.55,1.91,0.928,5,6,0.6236,140.98
textile,clothes,9.17,6.8,0.6185,10,1,0.4051,12.89
e_waste,batteries,5.57,12.13,0.4028,7,3,0.4808,44.59
metal,aluminum,31.68,10.69,0.7996,6,1,0.5718,174.72
plastic,HDPE,19.46,4.76,0.918,9,1,0.5296,36.51
metal,aluminum,11.37,9.4,0.81,4,6,0.22,104.03
metal,steel,53.27,15.99,0.8372,1,3,0.4318,28.38
paper,mixed_paper,41.29,0.65,0.945,10,4,0.4719,10.95
glass,clear_glass,43.52,8.23,0.847,6,5,0.3043,9.3
e_waste,phones,2.74,2.09,0.8722,4,0,0.3679,128.04
organic,food_waste,63.58,10.05,0.7614,2,3,0.1142,5.46
glass,mixed_glass,21.5,7.01,0.786,12,1,0.4716,3.94
e_waste,phones,3.63,2.98,0.4527,9,2,0.4808,123.5
metal,aluminum,17.04,0.24,0.8358,4,1,0.3777,118.69
plastic,PET,21.39,8.88,0.5218,8,4,0.4721,33.46
paper,office_paper,32.32,3.42,0.8229,6,0,0.8947,22.47
organic,food_waste,97.58,0.42,0.4376,4,3,0.5953,6.08
metal,copper,2.08,0.35,0.934,4,2,0.5233,398.97
paper,cardboard,37.14,6.29,0.9257,1,6,0.5568,18.68
paper,mixed_paper,24.53,6.32,0.8852,12,5,0.4566,10.06
metal,aluminum,28.14,9.92,0.9091,12,2,0.4644,113.53
plastic,PP,12.7,2.18,0.6568,11,2,0.385,16.45
organic,food_waste,86.23,7.56,0.7842,4,5,0.3904,7.06
paper,mixed_paper,62.22,19.92,0.7451,12,4,0.6697,6.54
plastic,PET,12.2,1.84,0.7735,4,3,0.2723,28.78
e_waste,mixed_ewaste,6.13,9.83,0.7691,10,0,0.622,55.31
plastic,HDPE,11.0,1.26,0.9386,2,0,0.158,25.58
e_waste,mixed_ewaste,18.17,40.23,0.7196,4,4,0.389,44.43
plastic,PET,27.0,2.7,0.4225,7,3,0.547,35.61
paper,newspaper,25.15,0.35,0.922,12,5,0.6141,11.83
plastic,PP,29.24,1.44,0.8278,4,0,0.2846,17.35
plastic,PET,15.44,5.83,0.5668,6,1,0.4442,30.18
organic,food_waste,47.23,3.99,0.7415,11,5,0.6539,6.71
metal,tin,19.09,6.53,0.6782,6,6,0.2186,17.43
metal,brass,6.03,5.01,0.5498,9,5,0.3123,318.65
plastic,HDPE,12.26,9.32,0.8045,6,0,0.3563,21.98
glass,colored_glass,21.49,3.42,0.2005,1,0,0.5661,5.75
e_waste,batteries,20.99,0.66,0.757,4,6,0.5418,47.37
rubber,mixed_rubber,11.04,0.74,0.9823,7,3,0.5362,9.85
plastic,PET,36.17,22.88,0.6979,1,3,0.233,33.48
plastic,PP,18.59,2.88,0.6222,3,6,0.1677,15.62
metal,steel,42.25,30.2,0.7506,12,1,0.808,29.33
paper,cardboard,32.8,6.25,0.4861,1,1,0.3647,9.47
rubber,mixed_rubber,17.29,2.48,0.7372,3,4,0.1873,12.17
glass,clear_glass,14.51,7.2,0.5724,8,6,0.3759,8.67
paper,newspaper,17.71,3.12,0.877,7,2,0.6305,8.25
plastic,PP,26.93,6.08,0.8677,3,1,0.7612,19.97
organic,garden_waste,48.67,0.78,0.6209,1,0,0.6918,12.06
plastic,mixed_plastic,39.63,10.22,0.6713,11,0,0.3281,6.23
metal,steel,38.31,2.53,0.7064,7,2,0.6288,27.5
plastic,HDPE,23.51,4.09,0.5901,7,3,0.2035,27.57
metal,aluminum,19.3,16.13,0.3432,1,3,0.1918,109.27
metal,tin,8.96,5.94,0.5309,3,1,0.5638,18.74
metal,aluminum,21.23,19.95,0.6026,1,4,0.5316,115.12
plastic,mixed_plastic,32.76,3.35,0.657,12,6,0.7583,8.62
paper,office_paper,9.64,0.5,0.8951,10,1,0.248,16.51
plastic,HDPE,30.48,12.04,0.7556,7,4,0.7688,30.19
plastic,PP,11.04,9.1,0.7199,9,3,0.6824,19.73
textile,industrial_textile,29.36,4.53,0.967,2,4,0.7346,12.83
e_waste,computers,15.34,0.9,0.9587,12,0,0.2978,138.54
paper,cardboard,35.36,8.51,0.6805,7,4,0.6334,18.44
plastic,PET,13.47,0.2,0.6438,7,5,0.7459,37.25
organic,food_waste,55.34,12.93,0.3914,12,4,0.3478,4.02
plastic,PET,26.79,10.84,0.6097,2,5,0.8542,30.55
plastic,HDPE,19.65,7.54,0.7329,6,5,0.3777,26.31
organic,garden_waste,45.58,4.64,0.7481,2,6,0.2675,11.66
paper,cardboard,56.08,4.11,0.5569,6,4,0.2872,12.7
glass,mixed_glass,12.55,3.28,0.7824,4,3,0.1621,3.09
paper,newspaper,22.84,0.59,0.718,6,5,0.7499,10.67
paper,mixed_paper,35.24,14.78,0.9522,9,4,0.2,7.61
plastic,PET,14.75,6.77,0.6264,4,3,0.4002,22.16
plastic,PET,27.75,0.58,0.8617,1,4,0.2845,37.19
plastic,HDPE,56.26,11.96,0.7262,2,2,0.7252,32.24
metal,steel,33.13,31.9,0.3807,9,4,0.5921,20.53
organic,food_waste,70.82,6.49,0.5865,7,3,0.3868,5.96
plastic,PET,8.51,6.02,0.859,12,0,0.4347,33.34
paper,cardboard,19.15,1.12,0.5554,11,3,0.7043,14.92
e_waste,phones,3.44,11.44,0.9306,2,6,0.4791,110.16
e_waste,phones,1.09,4.31,0.7813,9,2,0.4129,88.37
plastic,PVC,10.63,1.28,0.638,2,4,0.8216,15.39
plastic,mixed_plastic,25.7,12.53,0.8411,2,2,0.2071,8.31
rubber,mixed_rubber,22.07,10.28,0.6097,10,1,0.2255,10.44
paper,mixed_paper,17.15,0.69,0.8883,5,2,0.2988,7.61
e_waste,batteries,9.12,18.82,0.7304,12,6,0.3273,72.26
organic,garden_waste,36.95,3.05,0.777,1,0,0.3178,5.98
e_waste,phones,1.83,1.78,0.903,7,4,0.4992,143.97
metal,tin,6.34,0.9,0.3941,4,5,0.6641,18.32
paper,cardboard,38.28,1.73,0.8862,12,1,0.5719,19.81
metal,steel,108.04,1.11,0.7408,9,5,0.2019,26.95
paper,mixed_paper,24.68,5.55,0.5573,10,4,0.5314,9.98
textile,industrial_textile,25.39,8.89,0.6569,4,2,0.2811,6.45
paper,cardboard,88.76,0.54,0.9117,11,1,0.304,16.78
plastic,PVC,12.8,1.95,0.8635,11,6,0.7255,12.5
metal,aluminum,13.44,12.02,0.7107,10,1,0.5908,99.62
textile,industrial_textile,54.95,0.83,0.7904,6,6,0.8263,9.34
metal,steel,28.61,5.44,0.6553,12,4,0.4241,23.93
metal,aluminum,20.2,10.35,0.9605,9,5,0.1479,121.0
plastic,PET,7.9,16.87,0.9758,1,2,0.234,30.15
metal,aluminum,8.7,12.25,0.5656,11,0,0.7788,101.36
plastic,mixed_plastic,38.07,2.14,0.6777,1,4,0.653,17.14
paper,cardboard,26.74,16.82,0.9303,9,2,0.6145,14.66
plastic,HDPE,20.86,14.15,0.881,3,3,0.7668,20.47
metal,aluminum,10.93,2.89,0.8098,11,3,0.5855,103.75
metal,steel,53.04,7.23,0.9147,9,2,0.4683,30.09
plastic,PP,37.93,8.97,0.6268,10,5,0.4752,15.68
metal,aluminum,7.17,16.93,0.8598,9,3,0.2441,113.05
glass,clear_glass,13.71,1.56,0.6925,7,4,0.7698,10.44
plastic,PET,20.71,10.43,0.9012,11,4,0.3115,32.16
plastic,PET,14.45,7.54,0.4297,4,4,0.0928,22.54
plastic,PP,20.4,11.59,0.6127,7,2,0.461,20.24
plastic,PP,25.98,1.07,0.6433,4,5,0.5219,13.58
metal,copper,2.34,16.3,0.6361,2,1,0.5481,512.18
metal,steel,30.81,11.6,0.9093,11,6,0.8744,26.7
organic,food_waste,82.58,5.23,0.2665,6,5,0.6327,6.0
metal,copper,3.78,1.68,0.8504,1,3,0.6854,552.67
paper,cardboard,51.97,4.68,0.817,10,1,0.8051,14.36
plastic,mixed_plastic,31.63,1.4,0.9111,12,6,0.4423,22.68
plastic,HDPE,41.84,10.53,0.8569,8,3,0.7117,35.33
plastic,PP,13.49,2.24,0.8689,4,5,0.3488,17.02
e_waste,phones,3.94,0.71,0.8382,11,0,0.3313,84.98
e_waste,cables,8.6,12.91,0.6516,9,2,0.5915,94.5
plastic,PET,28.49,6.05,0.6698,4,2,0.4997,25.97
plastic,HDPE,36.34,4.98,0.7003,4,5,0.8005,29.12
plastic,PET,15.02,6.06,0.855,12,3,0.3919,33.54
plastic,mixed_plastic,31.95,10.56,0.8376,12,0,0.3942,8.21
paper,mixed_paper,17.46,8.77,0.7835,9,4,0.4556,7.52
plastic,PET,16.25,10.96,0.4294,1,1,0.1394,24.86
plastic,HDPE,26.35,1.22,0.8063,3,3,0.2283,22.37
textile,clothes,17.6,0.2,0.6035,5,6,0.5016,15.22
metal,aluminum,19.37,6.55,0.5668,7,3,0.8289,157.82
plastic,mixed_plastic,35.64,0.97,0.783,11,3,0.29,7.34
glass,clear_glass,19.48,16.56,0.5856,11,0,0.5468,5.09
metal,steel,28.08,11.78,0.6676,4,3,0.7948,27.42
metal,aluminum,14.26,1.41,0.4643,2,6,0.3278,84.09
metal,steel,49.81,1.03,0.7128,4,6,0.3346,29.82
organic,garden_waste,14.54,0.32,0.639,3,6,0.7138,5.64
metal,copper,5.37,2.71,0.7767,11,2,0.5168,503.2
metal,tin,14.04,0.2,0.6254,1,0,0.2783,17.24
metal,aluminum,14.1,6.3,0.6175,10,1,0.4883,95.74
metal,steel,57.96,1.21,0.8051,8,1,0.5903,21.59
paper,office_paper,20.19,4.66,0.5004,2,0,0.7886,15.46
plastic,PET,32.88,4.38,0.7819,9,4,0.5006,33.25
paper,cardboard,100.09,5.91,0.9145,7,3,0.28,19.47
paper,newspaper,38.75,14.46,0.8131,1,5,0.5454,11.98
e_waste,mixed_ewaste,14.15,0.41,0.7136,3,1,0.8083,64.01
metal,copper,2.77,1.36,0.7957,5,4,0.6724,576.72
e_waste,mixed_ewaste,18.94,3.62,0.684,3,0,0.6065,50.79
paper,office_paper,16.83,8.97,0.6742,7,5,0.1818,20.15
metal,steel,48.12,4.88,0.5567,8,5,0.3968,35.08
e_waste,phones,1.05,6.47,0.6361,3,1,0.3292,96.53
e_waste,mixed_ewaste,7.82,11.59,0.9466,2,2,0.5253,91.09
plastic,PET,41.04,6.93,0.517,8,3,0.7454,31.5
organic,garden_waste,46.88,0.69,0.595,6,4,0.6294,8.83
plastic,mixed_plastic,28.32,0.81,0.6941,4,3,0.6598,14.26
paper,newspaper,15.19,7.99,0.4719,4,0,0.7031,7.47
rubber,tyres,21.34,0.86,0.852,1,2,0.8098,23.46
plastic,HDPE,20.67,8.98,0.7063,11,3,0.3155,23.15
e_waste,batteries,13.85,2.73,0.7734,11,4,0.3712,30.84
plastic,HDPE,18.08,23.94,0.9251,7,4,0.5429,33.32
e_waste,phones,2.37,8.26,0.7237,5,4,0.3937,74.49
paper,newspaper,10.24,4.76,0.6738,3,3,0.5556,5.82
plastic,PET,15.48,5.85,0.1526,4,3,0.5114,19.41
plastic,PP,14.4,3.11,0.6927,12,2,0.4733,20.92
plastic,HDPE,20.53,5.09,0.7289,2,1,0.3086,25.67
metal,brass,7.22,9.0,0.725,10,2,0.2167,259.18
metal,aluminum,11.84,0.84,0.8766,4,3,0.358,105.19
plastic,HDPE,47.41,11.55,0.5496,4,0,0.3541,20.0
metal,aluminum,17.25,1.95,0.711,10,1,0.3838,99.22
metal,steel,59.35,19.44,0.7805,12,0,0.4513,27.55
glass,colored_glass,12.41,1.4,0.8173,12,2,0.4422,6.52
glass,clear_glass,17.83,1.62,0.3195,4,3,0.2678,6.07
glass,mixed_glass,33.1,3.75,0.7232,8,1,0.4128,6.51
plastic,HDPE,18.52,0.9,0.6979,4,0,0.5562,20.97
organic,food_waste,109.88,5.8,0.3425,3,3,0.4283,4.6
paper,newspaper,20.64,0.2,0.4908,5,1,0.4955,7.89
metal,steel,56.8,7.83,0.671,1,6,0.6782,44.35
metal,steel,45.08,10.75,0.6258,2,1,0.7359,36.93
glass,clear_glass,27.17,13.45,0.7347,8,3,0.5538,7.66
metal,steel,90.17,4.51,0.5075,9,5,0.6359,15.49
paper,cardboard,67.78,11.43,0.7168,4,0,0.3443,12.58
rubber,mixed_rubber,13.83,7.06,0.4451,7,3,0.6787,10.67
metal,copper,4.72,0.71,0.8742,10,3,0.3208,352.04
metal,aluminum,10.22,0.66,0.8186,11,3,0.6051,96.23
rubber,mixed_rubber,12.13,3.69,0.5806,7,6,0.9176,19.74
paper,newspaper,26.19,2.92,0.8093,3,4,0.6902,10.57
metal,steel,106.14,0.2,0.7193,9,2,0.7657,27.97
organic,food_waste,37.34,2.58,0.7992,3,2,0.8931,6.28
organic,food_waste,41.1,0.92,0.9342,2,4,0.5094,7.33
paper,cardboard,36.18,7.36,0.8226,5,2,0.6418,16.35
